name,year,genre,runtime,rating,num_votes,revenue,director,actor1,actor2,actor3,rated
the rum diary,2011,Comedy,120,6.2,76136,13100000.0,Bruce Robinson,Johnny Depp,Giovanni Ribisi,Aaron Eckhart,R
american me,1992,Biography,125,7.2,5044,13100000.0,Edward James Olmos,Edward James Olmos,William Forsythe,Sal Lopez,R
flyboys,2006,Action,140,6.6,32230,13100000.0,Tony Bill,James Franco,Jean Reno,Jennifer Decker,PG_13
dr. t and the women,2000,Comedy,122,4.6,14559,13100000.0,Robert Altman,Richard Gere,Helen Hunt,Farrah Fawcett,R
25th hour,2002,Crime,135,7.7,135859,13100000.0,Spike Lee,Edward Norton,Barry Pepper,Philip Seymour Hoffman,R
ghosts of mississippi,1996,Drama,130,6.6,7738,13100000.0,Rob Reiner,Alec Baldwin,James Woods,Whoopi Goldberg,PG_13
white nights,1985,Drama,136,6.5,4555,13000000.0,Taylor Hackford,Mikhail Baryshnikov,Gregory Hines,Jerzy Skolimowski,PG_13
clockers,1995,Drama,128,6.9,15230,13000000.0,Spike Lee,Harvey Keitel,John Turturro,Delroy Lindo,R
senseless,1998,Comedy,93,5.9,9263,13000000.0,Penelope Spheeris,Marlon Wayans,David Spade,Brad Dourif,R
whip it,2009,Drama,111,6.9,49245,13000000.0,Drew Barrymore,Ellen Page,Drew Barrymore,Kristen Wiig,PG_13
how to eat fried worms,2006,Comedy,98,5.5,3589,13000000.0,Bob Dolman,Luke Benward,Hallie Kate Eisenberg,Adam Hicks,PG
the crew,2000,Crime,88,5.6,3691,13000000.0,Michael Dinner,Richard Dreyfuss,Burt Reynolds,Dan Hedaya,PG_13
they live,1988,Action,93,7.3,57347,13000000.0,John Carpenter,Roddy Piper,Keith David,Meg Foster,R
house of sand and fog,2003,Drama,126,7.6,52132,13000000.0,Vadim Perelman,Jennifer Connelly,Ben Kingsley,Ron Eldard,R
to be or not to be,1983,Comedy,107,6.7,7050,13000000.0,Alan Johnson,Mel Brooks,Anne Bancroft,Ronny Graham,PG
real genius,1985,Comedy,108,7,20647,13000000.0,Martha Coolidge,Val Kilmer,Gabriel Jarret,Michelle Meyrink,PG
the wiz,1978,Adventure,134,5.1,9424,13000000.0,Sidney Lumet,Diana Ross,Michael Jackson,Nipsey Russell,G
the quiet american,2002,Drama,101,7.1,22238,13000000.0,Phillip Noyce,Michael Caine,Brendan Fraser,Do Thi Hai Yen,TV_MA
living out loud,1998,Comedy,100,6.6,3884,12900000.0,Richard LaGravenese,Holly Hunter,Danny DeVito,Queen Latifah,R
volver,2006,Comedy,121,7.6,66516,12900000.0,Pedro AlmodÃ³var,PenÃ©lope Cruz,Carmen Maura,Lola DueÃ±as,R
gods and generals,2003,Drama,219,6.3,12160,12900000.0,Ronald F. Maxwell,Stephen Lang,Robert Duvall,Jeff Daniels,PG_13
the honeymooners,2005,Comedy,90,3,6210,12800000.0,John Schultz,Cedric the Entertainer,Mike Epps,Gabrielle Union,PG_13
wicker park,2004,Drama,114,7,40317,12800000.0,Paul McGuigan,Josh Hartnett,Diane Kruger,Matthew Lillard,PG_13
black dog,1998,Action,89,5.2,5910,12800000.0,Kevin Hooks,Patrick Swayze,Randy Travis,Meat Loaf,PG_13
anna karenina,2012,Drama,129,6.6,54995,12800000.0,Joe Wright,Keira Knightley,Jude Law,Aaron Taylor-Johnson,R
anna karenina,1997,Drama,108,6.4,4203,12800000.0,Joe Wright,Keira Knightley,Jude Law,Aaron Taylor-Johnson,R
highlander: endgame,2000,Action,87,4.5,14474,12800000.0,Douglas Aarniokoski,Christopher Lambert,Adrian Paul,Bruce Payne,R
rachel getting married,2008,Drama,113,6.7,37672,12800000.0,Jonathan Demme,Anne Hathaway,Rosemarie DeWitt,Debra Winger,R
mystic pizza,1988,Comedy,104,6.2,15283,12800000.0,Donald Petrie,Annabeth Gish,Julia Roberts,Lili Taylor,R
i heart huckabees,2004,Comedy,107,6.8,53242,12800000.0,David O. Russell,Jason Schwartzman,Jude Law,Naomi Watts,R
beasts of the southern wild,2012,Drama,93,7.3,60773,12800000.0,Benh Zeitlin,QuvenzhanÃ© Wallis,Dwight Henry,Levy Easterly,PG_13
the associate,1996,Comedy,114,6,5409,12800000.0,Donald Petrie,Whoopi Goldberg,Dianne Wiest,Eli Wallach,PG_13
the evening star,1996,Comedy,129,5.7,3129,12700000.0,Robert Harling,Shirley MacLaine,Bill Paxton,Juliette Lewis,TV_14
labyrinth,1986,Adventure,101,7.4,77003,12700000.0,Jim Henson,David Bowie,Jennifer Connelly,Toby Froud,PG
the new world,2005,Biography,135,6.7,62668,12700000.0,Terrence Malick,Colin Farrell,Q'orianka Kilcher,Christopher Plummer,PG_13
d.o.a.,1988,Mystery,96,6.1,7336,12700000.0,Annabel Jankel,Rocky Morton,Dennis Quaid,Meg Ryan,R
d.o.a.,1950,Film-Noir,83,7.4,6990,12700000.0,Annabel Jankel,Rocky Morton,Dennis Quaid,Meg Ryan,R
mr. nice guy,1997,Action,94,6.1,16877,12700000.0,Henry Wolfond,Mike MacDonald,Jan Smithers,Joe Silver,NULL
they,2002,Horror,89,4.8,10097,12700000.0,Robert Harmon,Laura Regan,Marc Blucas,Ethan Embry,PG_13
mr. nice guy,1997,Action,94,6.1,16877,12700000.0,Sammo Kam-Bo Hung,Jackie Chan,Richard Norton,Miki Lee,PG_13
the spitfire grill,1996,Drama,117,6.9,4630,12600000.0,Lee David Zlotoff,Alison Elliott,Ellen Burstyn,Marcia Gay Harden,PG_13
bad influence,1990,Crime,99,6.2,4842,12600000.0,Curtis Hanson,Rob Lowe,James Spader,Lisa Zane,R
jason x,2001,Horror,91,4.3,33818,12600000.0,James Isaac,Kane Hodder,Lexa Doig,Jeff Geddis,R
the omega code,1999,Action,100,3.5,4545,12600000.0,Robert Marcarelli,Casper Van Dien,Michael York,Catherine Oxenberg,PG_13
under the same moon,2007,Drama,106,7.5,4838,12600000.0,Patricia Riggen,Eugenio Derbez,Kate del Castillo,Adrian Alonso,PG_13
house of 1000 corpses,2003,Horror,89,6,53445,12600000.0,Rob Zombie,Sid Haig,Karen Black,Bill Moseley,R
an education,2009,Drama,100,7.3,99185,12600000.0,Lone Scherfig,Carey Mulligan,Peter Sarsgaard,Alfred Molina,PG_13
the matador,2005,Comedy,96,6.8,38398,12600000.0,Richard Shepard,Pierce Brosnan,Greg Kinnear,Hope Davis,R
silent house,2011,Horror,86,5.3,16042,12600000.0,Chris Kentis,Laura Lau,Elizabeth Olsen,Adam Trese,R
i think i love my wife,2007,Comedy,94,5.5,12799,12600000.0,Chris Rock,Chris Rock,Kerry Washington,Gina Torres,R
idlewild,2006,Crime,121,6.2,4284,12500000.0,Bryan Barber,Big Boi,Terrence Howard,AndrÃ© Benjamin,R
hellraiser iii: hell on earth,1992,Horror,93,5.4,17087,12500000.0,Anthony Hickox,Terry Farrell,Doug Bradley,Kevin Bernhardt,NC_17
freedomland,2006,Crime,113,5,12485,12500000.0,Joe Roth,Julianne Moore,Samuel L. Jackson,Edie Falco,R
cirque du soleil: worlds away,2012,Fantasy,91,6.7,6383,12500000.0,Andrew Adamson,Erica Linz,Igor Zaripov,Lutz Halbhubner,PG
black mask,1996,Action,96,6,8170,12500000.0,Daniel Lee,Jet Li,Ching Wan Lau,Karen Mok,R
the weather man,2005,Comedy,102,6.7,63412,12500000.0,Gore Verbinski,Nicolas Cage,Hope Davis,Nicholas Hoult,R
the marrying man,1991,Comedy,115,5.6,3727,12500000.0,Jerry Rees,Kim Basinger,Alec Baldwin,Robert Loggia,R
life with mikey,1993,Comedy,91,5.5,4110,12400000.0,James Lapine,Michael J. Fox,Christina Vidal,Nathan Lane,PG
the fourth protocol,1987,Action,119,6.5,6220,12400000.0,John Mackenzie,Michael Caine,Pierce Brosnan,Ned Beatty,R
undercover blues,1993,Comedy,90,5.9,5605,12400000.0,Herbert Ross,Kathleen Turner,Dennis Quaid,Fiona Shaw,PG_13
people like us,2012,Drama,114,7.1,29790,12400000.0,Alex Kurtzman,Chris Pine,Elizabeth Banks,Michelle Pfeiffer,PG_13
evening,2007,Drama,117,6.6,10788,12400000.0,Lajos Koltai,Vanessa Redgrave,Toni Collette,Claire Danes,PG_13
undisputed,2002,Action,94,6.1,17842,12400000.0,Walter Hill,Wesley Snipes,Ving Rhames,Peter Falk,R
less than zero,1987,Crime,98,6.3,12648,12400000.0,Marek Kanievska,Andrew McCarthy,Jami Gertz,Robert Downey Jr.,R
ready to rumble,2000,Comedy,107,5.3,10951,12400000.0,Brian Robbins,David Arquette,Oliver Platt,Scott Caan,PG_13
mr. wrong,1996,Comedy,96,3.7,4078,12400000.0,Nick Castle,Ellen DeGeneres,Bill Pullman,Joan Cusack,PG_13
gattaca,1997,Drama,106,7.8,181479,12300000.0,Andrew Niccol,Ethan Hawke,Uma Thurman,Jude Law,PG_13
club paradise,1986,Comedy,96,4.8,4264,12300000.0,Harold Ramis,Robin Williams,Peter O'Toole,Rick Moranis,PG_13
no mercy,1986,Action,106,5.6,4418,12300000.0,Richard Pearce,Richard Gere,Kim Basinger,Jeroen KrabbÃ©,R
miss pettigrew lives for a day,2008,Comedy,92,7.1,19360,12300000.0,Bharat Nalluri,Frances McDormand,Amy Adams,CiarÃ¡n Hinds,PG_13
true romance,1993,Crime,120,8,140123,12300000.0,Tony Scott,Christian Slater,Patricia Arquette,Dennis Hopper,UNRATED
12 rounds,2009,Action,108,5.6,19938,12200000.0,Renny Harlin,John Cena,Ashley Scott,Aidan Gillen,PG_13
confidence,2003,Crime,97,6.7,29227,12200000.0,James Foley,Edward Burns,Dustin Hoffman,Rachel Weisz,TV_MA
little big league,1994,Comedy,119,6,6936,12200000.0,Andrew Scheinman,Luke Edwards,Timothy Busfield,John Ashton,PG
hideaway,1995,Fantasy,106,5.3,4699,12200000.0,Brett Leonard,Jeff Goldblum,Christine Lahti,Alicia Silverstone,R
lone wolf mcquade,1983,Action,107,6.3,6770,12200000.0,Steve Carver,Chuck Norris,David Carradine,Barbara Carrera,PG
family business,1989,Comedy,110,5.6,8572,12200000.0,Sidney Lumet,Sean Connery,Dustin Hoffman,Matthew Broderick,R
chasing liberty,2004,Comedy,111,6.1,25440,12200000.0,Andy Cadiff,Mandy Moore,Matthew Goode,Mark Harmon,PG_13
envy,2004,Comedy,99,4.7,24244,12200000.0,Barry Levinson,Ben Stiller,Jack Black,Rachel Weisz,PG_13
how the west was won,1962,Western,164,7.1,12392,12200000.0,John Ford,Henry Hathaway,James Stewart,John Wayne,APPROVED
pink cadillac,1989,Action,122,5.2,7755,12100000.0,Buddy Van Horn,Clint Eastwood,Bernadette Peters,Timothy Carhart,PG_13
judgment night,1993,Action,110,6.6,10596,12100000.0,Stephen Hopkins,Emilio Estevez,Cuba Gooding Jr.,Denis Leary,R
let me in,2010,Drama,116,7.2,77908,12100000.0,Matt Reeves,Kodi Smit-McPhee,ChloÃ« Grace Moretz,Richard Jenkins,R
saving grace,2000,Comedy,93,6.9,13913,12100000.0,Nigel Cole,Brenda Blethyn,Craig Ferguson,Martin Clunes,R
bye bye love,1995,Comedy,106,6.1,3838,12100000.0,Sam Weisman,Matthew Modine,Randy Quaid,Paul Reiser,PG_13
soul men,2008,Comedy,100,6.5,6963,12100000.0,Malcolm D. Lee,Samuel L. Jackson,Bernie Mac,Sharon Leal,R
holy man,1998,Comedy,114,4.8,14463,12100000.0,Stephen Herek,Eddie Murphy,Jeff Goldblum,Kelly Preston,PG
sunshine cleaning,2008,Comedy,91,6.9,56809,12100000.0,Christine Jeffs,Amy Adams,Emily Blunt,Alan Arkin,R
the pagemaster,1994,Animation,80,5.8,13149,12000000.0,Pixote Hunt,Joe Johnston,Macaulay Culkin,Christopher Lloyd,G
the last stand,2013,Action,107,6.4,98430,12000000.0,Kim Jee-woon,Arnold Schwarzenegger,Forest Whitaker,Johnny Knoxville,R
chasing amy,1997,Comedy,113,7.4,101944,12000000.0,Kevin Smith,Ben Affleck,Joey Lauren Adams,Ethan Suplee,R
the gift,2000,Drama,112,6.7,45747,12000000.0,Sam Raimi,Cate Blanchett,Katie Holmes,Keanu Reeves,R
the king and i,1956,Drama,133,7.5,17020,12000000.0,Richard Rich,Miranda Richardson,Martin Vidnovic,Christiane Noll,G
sorority row,2009,Horror,101,5.1,20971,12000000.0,Stewart Hendler,Briana Evigan,Rumer Willis,Carrie Fisher,R
the protector,2005,Action,108,7.1,26551,11900000.0,Prachya Pinkaew,Tony Jaa,Nathan Jones,Petchtai Wongkamlao,R
the darjeeling limited,2007,Adventure,91,7.2,112694,11900000.0,Wes Anderson,Owen Wilson,Adrien Brody,Jason Schwartzman,R
sliding doors,1998,Comedy,99,6.8,47660,11900000.0,Peter Howitt,Gwyneth Paltrow,John Hannah,John Lynch,R
big night,1996,Drama,107,7.4,11288,11900000.0,Campbell Scott,Stanley Tucci,Tony Shalhoub,Stanley Tucci,R
extraordinary measures,2010,Drama,106,6.5,12936,11900000.0,Tom Vaughan,Brendan Fraser,Keri Russell,Harrison Ford,PG
firewalker,1986,Action,104,4.9,3625,11800000.0,J. Lee Thompson,Chuck Norris,Louis Gossett Jr.,Melody Anderson,PG
bloodsport,1988,Action,92,6.8,48362,11800000.0,Newt Arnold,Jean-Claude Van Damme,Donald Gibb,Leah Ayres,R
the thirteenth floor,1999,Mystery,100,7,42764,11800000.0,Josef Rusnak,Craig Bierko,Gretchen Mol,Armin Mueller-Stahl,R
meet dave,2008,Adventure,90,4.9,27598,11800000.0,Brian Robbins,Eddie Murphy,Elizabeth Banks,Gabrielle Union,PG
zelig,1983,Comedy,79,7.8,26747,11800000.0,Woody Allen,Woody Allen,Mia Farrow,Patrick Horgan,PG
caddyshack ii,1988,Comedy,98,3.6,11464,11800000.0,Allan Arkush,Jackie Mason,Robert Stack,Dyan Cannon,PG
tales from the hood,1995,Horror,98,6.1,4007,11800000.0,Rusty Cundieff,Clarence Williams III,Corbin Bernsen,Joe Torry,R
3 ninjas kick back,1994,Family,93,4.1,5728,11800000.0,Charles T. Kanganis,Victor Wong,Max Elliott Slade,Sean Fox,PG
strictly ballroom,1992,Comedy,94,7.3,18225,11700000.0,Baz Luhrmann,Paul Mercurio,Tara Morice,Bill Hunter,TV_PG
end of the spear,2005,Adventure,108,6.9,4042,11700000.0,Jim Hanon,Louie Leonardo,Chad Allen,Jack Guzman,PG_13
sydney white,2007,Comedy,108,6.3,30937,11700000.0,Joe Nussbaum,Amanda Bynes,Sara Paxton,Matt Long,PG_13
rock-a-doodle,1991,Animation,77,5.9,4998,11700000.0,Don Bluth,Gary Goldman,Glen Campbell,Christopher Plummer,G
gone,2012,Drama,94,5.9,29610,11700000.0,Heitor Dhalia,Amanda Seyfried,Jennifer Carpenter,Wes Bentley,PG_13
gone,2006,Drama,88,5.4,3165,11700000.0,Heitor Dhalia,Amanda Seyfried,Jennifer Carpenter,Wes Bentley,PG_13
halloween 5,1989,Horror,96,5.1,19031,11600000.0,Dominique Othenin-Girard,Donald Pleasence,Danielle Harris,Ellie Cornell,X
girl with a pearl earring,2003,Biography,100,7,52610,11600000.0,Peter Webber,Scarlett Johansson,Colin Firth,Tom Wilkinson,TV_PG
knockaround guys,2001,Crime,92,6.1,18284,11600000.0,Brian Koppelman,David Levien,Jennifer Baxter,Dennis Hopper,R
zoom,2006,Action,83,4.1,12663,11600000.0,Peter Hewitt,Tim Allen,Courteney Cox,Chevy Chase,PG
the muse,1999,Comedy,97,5.6,8807,11600000.0,Albert Brooks,Albert Brooks,Sharon Stone,Andie MacDowell,PG_13
the last kiss,2006,Comedy,115,6.5,36074,11600000.0,Tony Goldwyn,Zach Braff,Jacinda Barrett,Rachel Bilson,R
the last kiss,2001,Comedy,115,7,6233,11600000.0,Tony Goldwyn,Zach Braff,Jacinda Barrett,Rachel Bilson,R
so i married an axe murderer,1993,Comedy,93,6.4,25449,11600000.0,Thomas Schlamme,Mike Myers,Nancy Travis,Anthony LaPaglia,PG_13
graveyard shift,1990,Horror,89,4.6,5937,11600000.0,Ralph S. Singleton,David Andrews,Kelly Wolf,Stephen Macht,R
wing commander,1999,Action,100,4.1,13476,11600000.0,Chris Roberts,Freddie Prinze Jr.,Matthew Lillard,Saffron Burrows,PG_13
police academy 6: city under siege,1989,Comedy,84,3.9,18569,11600000.0,Peter Bonerz,Bubba Smith,David Graf,Michael Winslow,PG
alaska,1996,Adventure,109,5.7,3849,11600000.0,Fraser Clarke Heston,Thora Birch,Vincent Kartheiser,Dirk Benedict,PG
get over it,2001,Comedy,87,5.8,14302,11600000.0,Tommy O'Haver,Kirsten Dunst,Ben Foster,Melissa Sagemiller,R
the legend of drunken master,1994,Action,102,7.6,30077,11500000.0,Chia-Liang Liu,Jackie Chan,Ho-Sung Pak,Lung Ti,R
pump up the volume,1990,Drama,102,7.1,18807,11500000.0,Allan Moyle,Christian Slater,Samantha Mathis,Annie Ross,R
the conspirator,2010,Crime,122,7,21093,11500000.0,Robert Redford,Robin Wright,James McAvoy,Tom Wilkinson,PG_13
young einstein,1988,Comedy,91,5,6737,11500000.0,Yahoo Serious,Yahoo Serious,Odile Le Clezio,John Howard,PG
fair game,2010,Biography,108,6.8,34117,11500000.0,Andrew Sipes,William Baldwin,Cindy Crawford,Steven Berkoff,R
fair game,1995,Action,91,4.1,9237,11500000.0,Andrew Sipes,William Baldwin,Cindy Crawford,Steven Berkoff,R
shattered,2007,Crime,95,6.7,22793,11500000.0,Wolfgang Petersen,Tom Berenger,Bob Hoskins,Greta Scacchi,R
shattered,1991,Crime,98,6.5,5534,11500000.0,Wolfgang Petersen,Tom Berenger,Bob Hoskins,Greta Scacchi,R
army of darkness,1992,Comedy,81,7.6,108657,11500000.0,Sam Raimi,Bruce Campbell,Embeth Davidtz,Marcus Gilbert,R
mulholland falls,1996,Crime,107,6.2,11662,11500000.0,Lee Tamahori,Nick Nolte,Melanie Griffith,Jennifer Connelly,R
just one of the guys,1985,Comedy,90,6.4,8444,11500000.0,Lisa Gottlieb,Joyce Hyser,Clayton Rohner,Billy Jayne,PG_13
turbulence,1997,Action,100,4.7,8249,11500000.0,Robert Butler,Ray Liotta,Lauren Holly,Brendan Gleeson,R
the beautician and the beast,1997,Comedy,105,5.2,5736,11500000.0,Ken Kwapis,Fran Drescher,Timothy Dalton,Ian McNeice,PG
moon over parador,1988,Comedy,103,5.9,4169,11400000.0,Paul Mazursky,Richard Dreyfuss,Raul Julia,Sonia Braga,PG_13
material girls,2006,Comedy,97,3.8,17144,11400000.0,Martha Coolidge,Hilary Duff,Haylie Duff,Anjelica Huston,PG
the ref,1994,Comedy,93,7,16511,11400000.0,Ted Demme,Denis Leary,Judy Davis,Kevin Spacey,R
the words,2012,Drama,102,7.1,49239,11400000.0,Brian Klugman,Lee Sternthal,Bradley Cooper,Dennis Quaid,PG_13
das boot,1981,Adventure,149,8.5,138034,11400000.0,Wolfgang Petersen,JÃ¼rgen Prochnow,Herbert GrÃ¶nemeyer,Klaus Wennemann,UNRATED
something new,2006,Comedy,99,6.8,9513,11400000.0,Sanaa Hamri,Sanaa Lathan,Simon Baker,Golden Brooks,PG_13
the powerpuff girls,2002,Animation,73,6.4,6858,11400000.0,Craig McCracken,Cathy Cavadini,Tara Strong,Elizabeth Daily,PG
the shipping news,2001,Drama,111,6.8,25884,11400000.0,Lasse HallstrÃ¶m,Kevin Spacey,Julianne Moore,Judi Dench,R
jennifer eight,1992,Crime,124,6.2,10870,11400000.0,Bruce Robinson,Andy Garcia,Uma Thurman,Lance Henriksen,R
cops and robbersons,1994,Comedy,93,4.9,4597,11400000.0,Michael Ritchie,Chevy Chase,Jack Palance,Dianne Wiest,PG
thumbelina,1994,Animation,86,6.3,9018,11400000.0,Don Bluth,Gary Goldman,Jodi Benson,Gary Imhoff,G
in dreams,1999,Drama,100,5.4,10255,11300000.0,Neil Jordan,Annette Bening,Robert Downey Jr.,Katie Sagona,R
career opportunities,1991,Comedy,83,5.8,6184,11300000.0,Bryan Gordon,Frank Whaley,Jennifer Connelly,Dermot Mulroney,PG_13
out of the furnace,2013,Crime,116,6.8,60687,11300000.0,Scott Cooper,Christian Bale,Casey Affleck,Zoe Saldana,R
double team,1997,Action,93,4.6,22007,11300000.0,Hark Tsui,Jean-Claude Van Damme,Dennis Rodman,Mickey Rourke,R
extreme prejudice,1987,Action,96,6.5,3873,11300000.0,Walter Hill,Nick Nolte,Powers Boothe,Michael Ironside,R
casanova,2005,Adventure,112,6.5,39313,11300000.0,Lasse HallstrÃ¶m,Heath Ledger,Sienna Miller,Jeremy Irons,R
casanova,1976,Biography,155,7.1,4311,11300000.0,Lasse HallstrÃ¶m,Heath Ledger,Sienna Miller,Jeremy Irons,R
manhattan murder mystery,1993,Comedy,104,7.4,24057,11300000.0,Woody Allen,Woody Allen,Diane Keaton,Jerry Adler,PG
the lives of others,2006,Drama,137,8.5,206689,11300000.0,Florian Henckel von Donnersmarck,Ulrich MÃ¼he,Martina Gedeck,Sebastian Koch,R
balto,1995,Animation,78,7,25580,11300000.0,Simon Wells,Kevin Bacon,Bob Hoskins,Bridget Fonda,G
jane eyre,2011,Drama,120,7.4,50229,11200000.0,Cary Fukunaga,Mia Wasikowska,Michael Fassbender,Jamie Bell,PG_13
jane eyre,1996,Drama,112,6.8,6766,11200000.0,Cary Fukunaga,Mia Wasikowska,Michael Fassbender,Jamie Bell,PG_13
chill factor,1999,Action,102,5.2,8032,11200000.0,Hugh Johnson,Cuba Gooding Jr.,Skeet Ulrich,Peter Firth,R
bobby,2006,Drama,120,7.1,36330,11200000.0,Emilio Estevez,Anthony Hopkins,Demi Moore,Sharon Stone,R
surviving christmas,2004,Comedy,91,5.2,14833,11200000.0,Mike Mitchell,Ben Affleck,Christina Applegate,James Gandolfini,PG_13
be kind rewind,2008,Comedy,102,6.4,73548,11200000.0,Michel Gondry,Jack Black,Mos Def,Danny Glover,PG_13
deep rising,1998,Action,106,6,23921,11100000.0,Stephen Sommers,Treat Williams,Famke Janssen,Anthony Heald,R
v.i. warshawski,1991,Action,89,4.7,3613,11100000.0,Jeff Kanew,Kathleen Turner,Jay O. Sanders,Charles Durning,R
big trouble in little china,1986,Action,99,7.3,76623,11100000.0,John Carpenter,Kurt Russell,Kim Cattrall,Dennis Dun,PG_13
2 days in the valley,1996,Comedy,104,6.5,14274,11100000.0,John Herzfeld,Teri Hatcher,Jeff Daniels,Danny Aiello,R
hellbound: hellraiser ii,1988,Horror,97,6.5,25573,11100000.0,Tony Randel,Doug Bradley,Ashley Laurence,Clare Higgins,X
mad dog and glory,1993,Comedy,97,6.2,15458,11100000.0,John McNaughton,Robert De Niro,Uma Thurman,Bill Murray,R
wild orchid,1989,Drama,105,4.4,7647,11100000.0,Zalman King,Mickey Rourke,Jacqueline Bisset,CarrÃ© Otis,R
in the land of women,2007,Comedy,97,6.6,25514,11000000.0,Jon Kasdan,Adam Brody,Kristen Stewart,Meg Ryan,PG_13
house of flying daggers,2004,Action,119,7.6,81561,11000000.0,Yimou Zhang,Ziyi Zhang,Takeshi Kaneshiro,Andy Lau,PG_13
mrs henderson presents,2005,Comedy,103,7.1,12403,11000000.0,Stephen Frears,Judi Dench,Bob Hoskins,Christopher Guest,R
michael collins,1996,Biography,133,7.1,20942,11000000.0,Neil Jordan,Liam Neeson,Aidan Quinn,Julia Roberts,R
lords of dogtown,2005,Biography,107,7.1,38803,11000000.0,Catherine Hardwicke,Heath Ledger,Emile Hirsch,Victor Rasuk,UNRATED
the couch trip,1988,Comedy,97,5.6,3313,11000000.0,Michael Ritchie,Dan Aykroyd,Walter Matthau,Charles Grodin,R
the super,1991,Comedy,84,5.4,3734,11000000.0,Rod Daniel,Joe Pesci,Vincent Gardenia,Madolyn Smith Osborne,R
cutthroat island,1995,Action,124,5.6,18884,11000000.0,Renny Harlin,Geena Davis,Matthew Modine,Frank Langella,PG_13
for love or money,1993,Comedy,96,6.1,7659,11000000.0,Barry Sonnenfeld,Michael J. Fox,Gabrielle Anwar,Anthony Higgins,PG
the astronaut farmer,2006,Adventure,104,6.3,18518,11000000.0,Michael Polish,Billy Bob Thornton,Virginia Madsen,Bruce Dern,PG
the young victoria,2009,Biography,105,7.3,35940,11000000.0,Jean-Marc VallÃ©e,Emily Blunt,Rupert Friend,Paul Bettany,PG
antitrust,2001,Crime,109,6.1,23961,11000000.0,Peter Howitt,Ryan Phillippe,Tim Robbins,Rachael Leigh Cook,PG_13
nuns on the run,1990,Comedy,89,5.9,5655,11000000.0,Jonathan Lynn,Eric Idle,Robbie Coltrane,Camille Coduri,PG_13
dragon wars: d-war,2007,Action,90,3.6,20442,11000000.0,Hyung-rae Shim,Jason Behr,Amanda Brooks,Robert Forster,PG_13
doomsday,2008,Action,108,6,57491,11000000.0,Neil Marshall,Rhona Mitra,Bob Hoskins,Alexander Siddig,R
brotherhood of the wolf,2001,Action,142,7.1,47520,10900000.0,Christophe Gans,Samuel Le Bihan,Mark Dacascos,Vincent Cassel,R
stop-loss,2008,Drama,112,6.5,16594,10900000.0,Kimberly Peirce,Ryan Phillippe,Abbie Cornish,Joseph Gordon-Levitt,R
the englishman who went up a hill but came down a mountain,1995,Comedy,99,6.6,11853,10900000.0,Christopher Monger,Hugh Grant,Tara Fitzgerald,Colm Meaney,PG
dead man down,2013,Action,118,6.5,46542,10900000.0,Niels Arden Oplev,Colin Farrell,Noomi Rapace,Dominic Cooper,R
narrow margin,1990,Action,97,6.5,5181,10900000.0,Peter Hyams,Gene Hackman,Anne Archer,James Sikking,R
