The Air Up There,21000000.0,Paul Michael Glaser,Kevin Bacon,Charles Gitonga Maina,Yolanda Vazquez,PG
Flight of the Phoenix,21000000.0,John Moore,Dennis Quaid,Miranda Otto,Giovanni Ribisi,PG_13
Iron Will,21000000.0,Charles Haid,Mackenzie Astin,Kevin Spacey,David Ogden Stiers,PG
Van Wilder,21000000.0,Walt Becker,Ryan Reynolds,Tara Reid,Tim Matheson,R
The Black Cauldron,21000000.0,Ted Berman,Richard Rich,Grant Bardsley,Freddie Jones,PG
The Man with the Golden Gun,21000000.0,Guy Hamilton,Roger Moore,Christopher Lee,Britt Ekland,PG
Fantastic Mr. Fox,21000000.0,Wes Anderson,George Clooney,Meryl Streep,Bill Murray,PG
Flicka,21000000.0,Michael Mayer,Alison Lohman,Tim McGraw,Maria Bello,PG
Reality Bites,21000000.0,Ben Stiller,Winona Ryder,Ethan Hawke,Janeane Garofalo,PG_13
The X Files: I Want to Believe,21000000.0,Chris Carter,David Duchovny,Gillian Anderson,Billy Connolly,PG_13
A Room with a View,21000000.0,James Ivory,Maggie Smith,Helena Bonham Carter,Denholm Elliott,UNRATED
High School High,21000000.0,Hart Bochner,Jon Lovitz,Tia Carrere,Louise Fletcher,PG_13
Looney Tunes: Back in Action,21000000.0,Joe Dante,Brendan Fraser,Jenna Elfman,Steve Martin,PG
Intersection,20900000.0,Mark Rydell,Richard Gere,Sharon Stone,Lolita Davidovich,R
Shorts,20900000.0,Robert Rodriguez,Jimmy Bennett,James Spader,Kat Dennings,PG
Super Mario Bros.,20900000.0,Annabel Jankel,Rocky Morton,Bob Hoskins,John Leguizamo,PG
Mr. Baseball,20900000.0,Fred Schepisi,Tom Selleck,Ken Takakura,Aya Takanashi,PG_13
Jason's Lyric,20900000.0,Doug McHenry,Allen Payne,Jada Pinkett Smith,Bokeem Woodbine,UNRATED
Beautiful Girls,20800000.0,Ted Demme,Matt Dillon,Timothy Hutton,Noah Emmerich,R
The Kids Are All Right,20800000.0,Lisa Cholodenko,Annette Bening,Julianne Moore,Mark Ruffalo,R
The Hills Have Eyes II,20800000.0,Martin Weisz,Daniella Alonso,Jacob Vargas,Michael Bailey Smith,UNRATED
Say Anything...,20800000.0,Cameron Crowe,John Cusack,Ione Skye,John Mahoney,PG_13
Whale Rider,20800000.0,Niki Caro,Keisha Castle-Hughes,Rawiri Paratene,Vicky Haughton,PG_13
Jaws: The Revenge,20800000.0,Joseph Sargent,Lorraine Gary,Lance Guest,Mario Van Peebles,PG_13
Fear,20800000.0,James Foley,Mark Wahlberg,Reese Witherspoon,William Petersen,R
The Apostle,20700000.0,Robert Duvall,Robert Duvall,Todd Allen,Paul Bagget,PG_13
Hamlet,20700000.0,Franco Zeffirelli,Mel Gibson,Glenn Close,Alan Bates,PG
Il Postino: The Postman,20700000.0,Michael Radford,Massimo Troisi,Philippe Noiret,Maria Grazia Cucinotta,PG
Mad Money,20700000.0,Callie Khouri,Diane Keaton,Queen Latifah,Katie Holmes,PG_13
Speechless,20700000.0,Ron Underwood,Michael Keaton,Geena Davis,Christopher Reeve,PG_13
Boys and Girls,20600000.0,Robert Iscove,Freddie Prinze Jr.,Claire Forlani,Brendon Ryan Barrett,PG_13
F/X,20600000.0,Robert Mandel,Bryan Brown,Brian Dennehy,Diane Venora,R
The Invisible,20600000.0,David S. Goyer,Justin Chatwin,Margarita Levieva,Marcia Gay Harden,PG_13
Chain Reaction,20600000.0,Andrew Davis,Keanu Reeves,Morgan Freeman,Rachel Weisz,PG_13
Sixteen Candles,20500000.0,John Hughes,Molly Ringwald,Anthony Michael Hall,Justin Henry,R
Gamer,20500000.0,Mark Neveldine,Brian Taylor,Gerard Butler,Michael C. Hall,R
The Groove Tube,20400000.0,Ken Shapiro,Ken Shapiro,Richard Belzer,Chevy Chase,X
The In-Laws,20400000.0,Andrew Fleming,Albert Brooks,Michael Douglas,Ryan Reynolds,PG_13
Land of the Dead,20400000.0,George A. Romero,John Leguizamo,Asia Argento,Simon Baker,UNRATED
Little Black Book,20400000.0,Nick Hurran,Brittany Murphy,Ron Livingston,Holly Hunter,PG_13
Hello Again,20400000.0,Frank Perry,Shelley Long,Judith Ivey,Gabriel Byrne,PG
The Glimmer Man,20400000.0,John Gray,Steven Seagal,Keenen Ivory Wayans,Bob Gunton,R
Valentine,20400000.0,Jamie Blanks,Denise Richards,David Boreanaz,Marley Shelton,R
Reno 911!: Miami,20300000.0,Robert Ben Garant,Thomas Lennon,Robert Ben Garant,Kerri Kenney,R
A Prairie Home Companion,20300000.0,Robert Altman,Lily Tomlin,Meryl Streep,Woody Harrelson,PG_13
The Three Musketeers,20300000.0,Paul W.S. Anderson,Logan Lerman,Matthew Macfadyen,Ray Stevenson,PG_13
Showgirls,20300000.0,Paul Verhoeven,Elizabeth Berkley,Kyle MacLachlan,Gina Gershon,R
Gone Baby Gone,20300000.0,Ben Affleck,Morgan Freeman,Ed Harris,Casey Affleck,R
City Hall,20300000.0,Harold Becker,Al Pacino,John Cusack,Bridget Fonda,R
Down with Love,20300000.0,Peyton Reed,Ewan McGregor,RenÃ©e Zellweger,David Hyde Pierce,PG_13
Brick Mansions,20300000.0,Camille Delamarre,Paul Walker,David Belle,RZA,PG_13
The Cowboy Way,20300000.0,Gregg Champion,Woody Harrelson,Kiefer Sutherland,Dylan McDermott,PG_13
Premium Rush,20300000.0,David Koepp,Joseph Gordon-Levitt,Michael Shannon,Dania Ramirez,PG_13
Pulse,20300000.0,Jim Sonzero,Kristen Bell,Rick Gonzalez,Christina Milian,R
Action Jackson,20300000.0,Craig R. Baxley,Carl Weathers,Craig T. Nelson,Vanity,R
Our Family Wedding,20200000.0,Rick Famuyiwa,America Ferrera,Forest Whitaker,Carlos Mencia,PG_13
Mobsters,20200000.0,Michael Karbelnikoff,Christian Slater,Patrick Dempsey,Costas Mandylor,R
Vampires,20200000.0,John Carpenter,James Woods,Daniel Baldwin,Sheryl Lee,R
Critical Condition,20200000.0,Michael Apted,Richard Pryor,Rachel Ticotin,RubÃ©n Blades,R
Stella,20200000.0,John Erman,Bette Midler,John Goodman,Trini Alvarado,PG_13
I Am Curious (Yellow),20200000.0,Vilgot SjÃ¶man,Lena Nyman,Vilgot SjÃ¶man,BÃ¶rje Ahlstedt,X
Country Strong,20200000.0,Shana Feste,Garrett Hedlund,Gwyneth Paltrow,Leighton Meester,PG_13
Another Stakeout,20200000.0,John Badham,Richard Dreyfuss,Emilio Estevez,Rosie O'Donnell,PG_13
Appaloosa,20200000.0,Ed Harris,Ed Harris,Viggo Mortensen,RenÃ©e Zellweger,R
The People vs. Larry Flynt,20200000.0,Milos Forman,Woody Harrelson,Courtney Love,Edward Norton,R
A Force of One,20200000.0,Paul Aaron,Jennifer O'Neill,Chuck Norris,Clu Gulager,PG
"Corrina, Corrina",20200000.0,Jessie Nelson,Ray Liotta,Whoopi Goldberg,Tina Majorino,PG
Juice,20100000.0,Ernest R. Dickerson,Omar Epps,Tupac Shakur,Jermaine 'Huggy' Hopkins,R
Big Miracle,20100000.0,Ken Kwapis,Drew Barrymore,John Krasinski,John Pingayak,PG
Multiplicity,20100000.0,Harold Ramis,Michael Keaton,Andie MacDowell,Zack Duhame,PG_13
Fire in the Sky,20100000.0,Robert Lieberman,D.B. Sweeney,Robert Patrick,Craig Sheffer,PG_13
Booty Call,20100000.0,Jeff Pollack,Jamie Foxx,Tommy Davidson,Vivica A. Fox,R
Flipper,20000000.0,Alan Shapiro,Paul Hogan,Elijah Wood,Jonathan Banks,PG
An Innocent Man,20000000.0,Peter Yates,Tom Selleck,F. Murray Abraham,Laila Robins,R
With Honors,20000000.0,Alek Keshishian,Joe Pesci,Brendan Fraser,Moira Kelly,PG_13
Only You,20000000.0,Norman Jewison,Marisa Tomei,Robert Downey Jr.,Bonnie Hunt,PG
The Presidio,20000000.0,Peter Hyams,Sean Connery,Mark Harmon,Meg Ryan,R
Down to You,20000000.0,Kris Isacsson,Freddie Prinze Jr.,Julia Stiles,Selma Blair,PG_13
The Fly II,20000000.0,Chris Walas,Eric Stoltz,Daphne Zuniga,Lee Richardson,R
Prelude to a Kiss,20000000.0,Norman RenÃ©,Meg Ryan,Alec Baldwin,Kathy Bates,PG_13
Taking Care of Business,20000000.0,Arthur Hiller,James Belushi,Charles Grodin,Anne De Salvo,R
Assault on Precinct 13,20000000.0,Jean-FranÃ§ois Richet,Ethan Hawke,Laurence Fishburne,Gabriel Byrne,R
Vampire in Brooklyn,19900000.0,Wes Craven,Eddie Murphy,Angela Bassett,Allen Payne,R
Breathless,19900000.0,Jim McBride,Richard Gere,ValÃ©rie Kaprisky,Art Metrano,R
Jane Austen's Mafia!,19900000.0,Jim Abrahams,Jay Mohr,Christina Applegate,Lloyd Bridges,PG_13
Hard Rain,19800000.0,Mikael Salomon,Morgan Freeman,Christian Slater,Randy Quaid,R
Homefront,19800000.0,Gary Fleder,Jason Statham,James Franco,Winona Ryder,R
The Spirit,19800000.0,Frank Miller,Gabriel Macht,Samuel L. Jackson,Scarlett Johansson,PG_13
Yu-Gi-Oh!: The Movie,19800000.0,Hatsuki Tsuji,Dan Green,Eric Stuart,Amy Birnbaum,PG
Betsy's Wedding,19700000.0,Alan Alda,Alan Alda,Molly Ringwald,Joey Bishop,R
Dad,19700000.0,Gary David Goldberg,Jack Lemmon,Ted Danson,Olympia Dukakis,PG
Gone Fishin',19700000.0,Christopher Cain,Joe Pesci,Danny Glover,Rosanna Arquette,PG
The Principal,19700000.0,Christopher Cain,James Belushi,Louis Gossett Jr.,Rae Dawn Chong,R
Color of Night,19700000.0,Richard Rush,Bruce Willis,Jane March,RubÃ©n Blades,R
The Pledge,19700000.0,Sean Penn,Jack Nicholson,Benicio Del Toro,Patricia Clarkson,R
Summer Catch,19700000.0,Michael Tollin,Freddie Prinze Jr.,Jessica Biel,Fred Ward,PG_13
Broken City,19700000.0,Allen Hughes,Mark Wahlberg,Russell Crowe,Catherine Zeta-Jones,R
Skin Deep,19700000.0,Blake Edwards,John Ritter,Vincent Gardenia,Alyson Reed,R
Nine,19700000.0,Rob Marshall,Daniel Day-Lewis,Marion Cotillard,PenÃ©lope Cruz,PG_13
Reign Over Me,19700000.0,Mike Binder,Adam Sandler,Don Cheadle,Jada Pinkett Smith,R
Tucker: The Man and His Dream,19700000.0,Francis Ford Coppola,Jeff Bridges,Joan Allen,Martin Landau,PG
8 Seconds,19600000.0,John G. Avildsen,Luke Perry,Stephen Baldwin,James Rebhorn,PG_13
The Serpent and the Rainbow,19600000.0,Wes Craven,Bill Pullman,Cathy Tyson,Zakes Mokae,R
The Life of David Gale,19600000.0,Alan Parker,Kevin Spacey,Kate Winslet,Laura Linney,R
Astro Boy,19500000.0,David Bowers,Freddie Highmore,Nicolas Cage,Kristen Bell,PG
Igor,19500000.0,Anthony Leondis,John Cusack,Molly Shannon,Steve Buscemi,PG
La Dolce Vita,19500000.0,Federico Fellini,Marcello Mastroianni,Anita Ekberg,Anouk AimÃ©e,NOT_RATED
Police Academy 5: Assignment: Miami Beach,19500000.0,Alan Myerson,Bubba Smith,David Graf,Michael Winslow,PG
Hero,19500000.0,Stephen Frears,Dustin Hoffman,Geena Davis,Andy Garcia,PG_13
Timeline,19500000.0,Richard Donner,Paul Walker,Gerard Butler,Billy Connolly,PG_13
The Eagle,19500000.0,Kevin Macdonald,Channing Tatum,Jamie Bell,Donald Sutherland,PG_13
It Takes Two,19500000.0,Andy Tennant,Kirstie Alley,Steve Guttenberg,Mary-Kate Olsen,PG
Valiant,19400000.0,Gary Chapman,Ewan McGregor,Ricky Gervais,Tim Curry,G
Beautiful Creatures,19400000.0,Richard LaGravenese,Alice Englert,Viola Davis,Emma Thompson,PG_13
House,19400000.0,Steve Miner,William Katt,Kay Lenz,George Wendt,R
Doug's 1st Movie,19400000.0,Maurice Joyce,Thomas McHugh,Fred Newman,Chris Phillips,G
Wonder Boys,19400000.0,Curtis Hanson,Michael Douglas,Tobey Maguire,Frances McDormand,R
The Producers,19400000.0,Susan Stroman,Nathan Lane,Matthew Broderick,Uma Thurman,PG_13
Saving Silverman,19400000.0,Dennis Dugan,Jason Biggs,Steve Zahn,Jack Black,R
Runner Runner,19300000.0,Brad Furman,Ben Affleck,Justin Timberlake,Gemma Arterton,R
House Party 3,19300000.0,Eric Meza,Christopher Reid,Christopher Martin,David Edwards,R
Cursed,19300000.0,Wes Craven,Christina Ricci,Jesse Eisenberg,Portia de Rossi,UNRATED
Birdman,19500000.0,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,Michael Keaton,Zach Galifianakis,Edward Norton,R
Little Giants,19300000.0,Duwayne Dunham,Rick Moranis,Ed O'Neill,Shawna Waldron,PG
Summer of Sam,19300000.0,Spike Lee,John Leguizamo,Adrien Brody,Mira Sorvino,R
House Party 2,19300000.0,George Jackson,Doug McHenry,Christopher Reid,Christopher Martin,R
Willard,19200000.0,Daniel Mann,Bruce Davison,Elsa Lanchester,Sondra Locke,NULL
The Secret World of Arrietty,19200000.0,Hiromasa Yonebayashi,Bridgit Mendler,Amy Poehler,Will Arnett,G
Joe,19200000.0,John G. Avildsen,Peter Boyle,Dennis Patrick,Susan Sarandon,R
Beerfest,19200000.0,Jay Chandrasekhar,Jay Chandrasekhar,Kevin Heffernan,Steve Lemme,R
Friday the 13th Part VII: The New Blood,19200000.0,John Carl Buechler,Jennifer Banko,John Otrin,Susan Blu,TV_MA
Species II,19200000.0,Peter Medak,Natasha Henstridge,Michael Madsen,Marg Helgenberger,R
Tuck Everlasting,19200000.0,Jay Russell,Alexis Bledel,Jonathan Jackson,Sissy Spacek,PG
My Best Friend's Girl,19200000.0,Howard Deutch,Kate Hudson,Dane Cook,Jason Biggs,R
Blaze,19100000.0,Ron Shelton,Paul Newman,Lolita Davidovich,Jerry Hardin,R
Mother,19100000.0,Albert Brooks,Albert Brooks,Debbie Reynolds,Paul Collins,PG_13
Man of the House,19100000.0,Stephen Herek,Tommy Lee Jones,Christina Milian,Kelli Garner,PG_13
Friday the 13th Part 2,19100000.0,Steve Miner,Betsy Palmer,Amy Steel,John Furey,UNRATED
Hart's War,19100000.0,Gregory Hoblit,Bruce Willis,Colin Farrell,Terrence Howard,R
Johnny Mnemonic,19100000.0,Robert Longo,Keanu Reeves,Dolph Lundgren,Dina Meyer,R
Waitress,19100000.0,Adrienne Shelly,Keri Russell,Nathan Fillion,Jeremy Sisto,PG_13
"I, Frankenstein",19100000.0,Stuart Beattie,Aaron Eckhart,Bill Nighy,Miranda Otto,PG_13
Remember Me,19100000.0,Allen Coulter,Robert Pattinson,Emilie de Ravin,Caitlyn Rund,PG_13
Mortal Thoughts,19000000.0,Alan Rudolph,Demi Moore,Glenne Headly,Bruce Willis,R
The Impossible,19000000.0,J.A. Bayona,Naomi Watts,Ewan McGregor,Tom Holland,PG_13
Sniper,19000000.0,Luis Llosa,Tom Berenger,Billy Zane,J.T. Walsh,R
Rollerball,19000000.0,John McTiernan,Chris Klein,Jean Reno,LL Cool J,R
Vacancy,19000000.0,NimrÃ³d Antal,Kate Beckinsale,Luke Wilson,Frank Whaley,R
The Octagon,19000000.0,Eric Karson,Chuck Norris,Karen Carlson,Lee Van Cleef,R
The Replacement Killers,19000000.0,Antoine Fuqua,Yun-Fat Chow,Mira Sorvino,Michael Rooker,UNRATED
Jason Lives: Friday the 13th Part VI,19000000.0,Tom McLoughlin,Thom Mathews,Jennifer Cooke,David Kagen,TV_MA
Two Brothers,18900000.0,Jean-Jacques Annaud,Guy Pearce,Freddie Highmore,Jean-Claude Dreyfus,PG
Haywire,18900000.0,Steven Soderbergh,Gina Carano,Ewan McGregor,Michael Fassbender,R
Cocoon: The Return,18900000.0,Daniel Petrie,Don Ameche,Wilford Brimley,Courteney Cox,PG
Untamed Heart,18900000.0,Tony Bill,Christian Slater,Marisa Tomei,Rosie Perez,PG_13
Georgia Rule,18900000.0,Garry Marshall,Jane Fonda,Lindsay Lohan,Felicity Huffman,R
The Odd Couple II,18900000.0,Howard Deutch,Jack Lemmon,Walter Matthau,Richard Riehle,PG_13
Kazaam,18900000.0,Paul Michael Glaser,Shaquille O'Neal,Francis Capra,Ally Walker,PG
The Seventh Sign,18900000.0,Carl Schultz,Demi Moore,Michael Biehn,JÃ¼rgen Prochnow,R
Above the Law,18900000.0,Andrew Davis,Steven Seagal,Pam Grier,Henry Silva,R
Shark Night 3D,18900000.0,David R. Ellis,Sara Paxton,Dustin Milligan,Chris Carmack,PG_13
The Marine,18800000.0,John Bonito,John Cena,Kelly Carlson,Robert Patrick,UNRATED
Dunston Checks In,18800000.0,Ken Kwapis,Jason Alexander,Faye Dunaway,Eric Lloyd,PG
The Legend of Hercules,18800000.0,Renny Harlin,Kellan Lutz,Gaia Weiss,Scott Adkins,PG_13
Akeelah and the Bee,18800000.0,Doug Atchison,Angela Bassett,Laurence Fishburne,Keke Palmer,PG
Across the Great Divide,18800000.0,Stewart Raffill,Heather Rattray,Mark Edward Hall,Robert Logan,G
Suspect,18800000.0,Peter Yates,Cher,Dennis Quaid,Liam Neeson,R
Macon County Line,18800000.0,Richard Compton,Alan Vint,Cheryl Waters,Max Baer Jr.,R
The Upside of Anger,18800000.0,Mike Binder,Joan Allen,Kevin Costner,Erika Christensen,R
The Believers,18800000.0,John Schlesinger,Martin Sheen,Helen Shaver,Harley Cross,R
Year of the Dragon,18700000.0,Michael Cimino,Mickey Rourke,John Lone,Ariane,R
Her Alibi,18700000.0,Bruce Beresford,Tom Selleck,Paulina Porizkova,William Daniels,PG
Casualties of War,18700000.0,Brian De Palma,Michael J. Fox,Sean Penn,Don Harvey,R
Becoming Jane,18700000.0,Julian Jarrold,Anne Hathaway,James McAvoy,Julie Walters,PG_13
The Ninth Gate,18700000.0,Roman Polanski,Johnny Depp,Frank Langella,Lena Olin,R
Anywhere But Here,18700000.0,Wayne Wang,Susan Sarandon,Natalie Portman,Hart Bochner,PG_13
The Quick and the Dead,18600000.0,Sam Raimi,Sharon Stone,Gene Hackman,Russell Crowe,R
Windwalker,18600000.0,Kieth Merrill,Trevor Howard,Nick Ramus,James Remar,PG
Paradise,18600000.0,Mary Agnes Donoghue,Melanie Griffith,Don Johnson,Elijah Wood,PG_13
Best in Show,18600000.0,Christopher Guest,Fred Willard,Eugene Levy,Catherine O'Hara,PG_13
Man on a Ledge,18600000.0,Asger Leth,Sam Worthington,Elizabeth Banks,Jamie Bell,PG_13
Blame It on Rio,18600000.0,Stanley Donen,Michael Caine,Michelle Johnson,Demi Moore,R
Aquamarine,18600000.0,Elizabeth Allen Rosenbaum,Emma Roberts,Joanna 'JoJo' Levesque,Sara Paxton,PG
Frost/Nixon,18600000.0,Ron Howard,Frank Langella,Michael Sheen,Kevin Bacon,R
Prancer,18600000.0,John D. Hancock,Sam Elliott,Cloris Leachman,Rutanya Alda,TV_PG
The Fan,18600000.0,Tony Scott,Robert De Niro,Wesley Snipes,Ellen Barkin,R
Flight of the Navigator,18600000.0,Randal Kleiser,Joey Cramer,Paul Reubens,Veronica Cartwright,TV_PG
Some Kind of Wonderful,18600000.0,Howard Deutch,Eric Stoltz,Mary Stuart Masterson,Lea Thompson,PG_13
An Ideal Husband,18500000.0,Oliver Parker,Rupert Everett,Julianne Moore,Peter Vaughan,PG_13
Project X,18500000.0,Jonathan Kaplan,Matthew Broderick,Helen Hunt,Willie,PG
Ultraviolet,18500000.0,Kurt Wimmer,Milla Jovovich,Cameron Bright,Nick Chinlund,PG_13
Super Troopers,18500000.0,Jay Chandrasekhar,Jay Chandrasekhar,Kevin Heffernan,AndrÃ© Vippolis,R
You're Next,18500000.0,Adam Wingard,Sharni Vinson,Joe Swanberg,AJ Bowen,R
Singles,18500000.0,Cameron Crowe,Bridget Fonda,Campbell Scott,Kyra Sedgwick,PG_13
Into the Blue,18500000.0,John Stockwell,Paul Walker,Jessica Alba,Scott Caan,PG_13
The Invention of Lying,18400000.0,Ricky Gervais,Matthew Robinson,Ricky Gervais,Jennifer Garner,PG_13
Getting Even with Dad,18400000.0,Howard Deutch,Macaulay Culkin,Ted Danson,Glenne Headly,PG
A Thousand Words,18400000.0,Brian Robbins,Eddie Murphy,Cliff Curtis,Kerry Washington,PG_13
Quartet,18400000.0,Dustin Hoffman,Maggie Smith,Michael Gambon,Billy Connolly,PG_13
Into the Wild,18400000.0,Sean Penn,Emile Hirsch,Vince Vaughn,Catherine Keener,R
127 Hours,18300000.0,Danny Boyle,James Franco,Amber Tamblyn,Kate Mara,R
Good Guys Wear Black,18300000.0,Ted Post,Chuck Norris,Anne Archer,James Franciscus,PG
North Country,18300000.0,Niki Caro,Charlize Theron,Jeremy Renner,Frances McDormand,R
Babe: Pig in the City,18300000.0,George Miller,Magda Szubanski,Elizabeth Daily,Mickey Rooney,G
Walk Hard: The Dewey Cox Story,18300000.0,Jake Kasdan,John C. Reilly,Jenna Fischer,David Krumholtz,R
The Four Feathers,18300000.0,Shekhar Kapur,Heath Ledger,Wes Bentley,Kate Hudson,R
Fright Night,18300000.0,Craig Gillespie,Anton Yelchin,Colin Farrell,David Tennant,R
Posse,18300000.0,Mario Van Peebles,Mario Van Peebles,Stephen Baldwin,Charles Lane,R
Sugar Hill,18300000.0,Leon Ichaso,Wesley Snipes,Michael Wright,Khandi Alexander,R
Crimes and Misdemeanors,18300000.0,Woody Allen,Martin Landau,Woody Allen,Bill Bernstein,TV_14
Simon Birch,18300000.0,Mark Steven Johnson,Ian Michael Smith,Joseph Mazzello,Ashley Judd,PG
Love Affair,18300000.0,Glenn Gordon Caron,Warren Beatty,Annette Bening,Katharine Hepburn,PG_13
That Darn Cat,18200000.0,Bob Spiers,Christina Ricci,Doug E. Doug,Dean Jones,PG
Harold & Kumar Go to White Castle,18200000.0,Danny Leiner,John Cho,Kal Penn,Ethan Embry,TV_14
The Last Castle,18200000.0,Rod Lurie,Robert Redford,James Gandolfini,Mark Ruffalo,R
Milk Money,18100000.0,Richard Benjamin,Melanie Griffith,Ed Harris,Michael Patrick Carter,PG_13
The Sure Thing,18100000.0,Rob Reiner,John Cusack,Daphne Zuniga,Anthony Edwards,PG_13
Last Man Standing,18100000.0,Walter Hill,Bruce Willis,Bruce Dern,William Sanderson,R
DuckTales the Movie: Treasure of the Lost Lamp,18100000.0,Bob Hathcock,Alan Young,Christopher Lloyd,Terence McGovern,G
Chernobyl Diaries,18100000.0,Bradley Parker,Jesse McCartney,Jonathan Sadowski,Olivia Taylor Dudley,R
New Nightmare,18100000.0,Wes Craven,Heather Langenkamp,Robert Englund,Jeff Davis,R
Pooh's Heffalump Movie,18100000.0,Frank Nissen,Jim Cummings,Brenda Blethyn,Kyle Stanger,G
"Jo Jo Dancer, Your Life Is Calling",18000000.0,Richard Pryor,Richard Pryor,Debbie Allen,Art Evans,R
The Private Eyes,18000000.0,Lang Elliott,Tim Conway,Don Knotts,Trisha Noble,PG
Admission,18000000.0,Paul Weitz,Tina Fey,Paul Rudd,Nat Wolff,PG_13
Ann and Eve,18000000.0,Arne Mattsson,Gio PetrÃ©,Marie Liljedahl,Francisco Rabal,X
Next,18000000.0,Lee Tamahori,Nicolas Cage,Julianne Moore,Jessica Biel,PG_13
The Howling,18000000.0,Joe Dante,Dee Wallace,Patrick Macnee,Dennis Dugan,R
Used People,18000000.0,Beeban Kidron,Shirley MacLaine,Kathy Bates,Jessica Tandy,PG_13
CB4,18000000.0,Tamra Davis,Chris Rock,Allen Payne,Deezer D,R
Born Yesterday,18000000.0,Luis Mandoki,Melanie Griffith,John Goodman,Don Johnson,PG
The Glass House,18000000.0,Daniel Sackheim,Diane Lane,Leelee Sobieski,Stellan SkarsgÃ¥rd,PG_13
La Cage aux Folles,17900000.0,Ãdouard Molinaro,Ugo Tognazzi,Michel Serrault,Claire Maurier,R
The Crow: City of Angels,17900000.0,Tim Pope,Vincent Perez,Mia Kirshner,Richard Brooks,R
The Pom Pom Girls,17900000.0,Joseph Ruben,Robert Carradine,Jennifer Ashley,Michael Mullins,R
For the Boys,17900000.0,Mark Rydell,Bette Midler,James Caan,George Segal,R
Sibling Rivalry,17900000.0,Carl Reiner,Kirstie Alley,Bill Pullman,Carrie Fisher,PG_13
Laws of Attraction,17800000.0,Peter Howitt,Pierce Brosnan,Julianne Moore,Parker Posey,PG_13
Drive Me Crazy,17800000.0,John Schultz,Melissa Joan Hart,Adrian Grenier,Stephen Collins,PG_13
The Contender,17800000.0,Rod Lurie,Joan Allen,Gary Oldman,Jeff Bridges,R
School for Scoundrels,17800000.0,Todd Phillips,Billy Bob Thornton,Jon Heder,Jacinda Barrett,PG_13
Going the Distance,17800000.0,Nanette Burstein,Drew Barrymore,Justin Long,Ron Livingston,R
Punch-Drunk Love,17800000.0,Paul Thomas Anderson,Adam Sandler,Emily Watson,Philip Seymour Hoffman,R
Halloween 4: The Return of Michael Myers,17800000.0,Dwight H. Little,Donald Pleasence,Ellie Cornell,Danielle Harris,R
The Rage: Carrie 2,17800000.0,Katt Shea,Emily Bergl,Jason London,Dylan Bruno,R
The Perks of Being a Wallflower,17700000.0,Stephen Chbosky,Logan Lerman,Emma Watson,Ezra Miller,PG_13
For the Love of Benji,17700000.0,Joe Camp,Patsy Garrett,Benji,Art Vasil,G
The Big Green,17700000.0,Holly Goldberg Sloan,Steve Guttenberg,Olivia d'Abo,Jay O. Sanders,PG
EuroTrip,17700000.0,Jeff Schaffer,Scott Mechlowicz,Jacob Pitts,Michelle Trachtenberg,UNRATED
Heavy Weights,17700000.0,Steven Brill,Tom McGowan,Aaron Schwartz,Ben Stiller,PG
The Big Easy,17700000.0,Jim McBride,Dennis Quaid,Ellen Barkin,Ned Beatty,R
The Betsy,17700000.0,Daniel Petrie,Laurence Olivier,Robert Duvall,Katharine Ross,R
Apollo 18,17700000.0,Gonzalo LÃ³pez-Gallego,Warren Christie,Lloyd Owen,Ryan Robbins,PG_13
Kit Kittredge: An American Girl,17700000.0,Patricia Rozema,Abigail Breslin,Stanley Tucci,Joan Cusack,G
Frantic,17600000.0,Roman Polanski,Harrison Ford,Betty Buckley,Emmanuelle Seigner,R
Nebraska,17600000.0,Alexander Payne,Bruce Dern,Will Forte,June Squibb,R
Parker,17600000.0,Taylor Hackford,Jason Statham,Jennifer Lopez,Michael Chiklis,R
The Last King of Scotland,17600000.0,Kevin Macdonald,James McAvoy,Forest Whitaker,Gillian Anderson,R
Max Dugan Returns,17600000.0,Herbert Ross,Jason Robards,Marsha Mason,Donald Sutherland,PG
Furry Vengeance,17600000.0,Roger Kumble,Brendan Fraser,Brooke Shields,Ricky Garcia,PG
The Postman,17600000.0,Kevin Costner,Kevin Costner,Will Patton,Larenz Tate,R
Take This Job and Shove It,17600000.0,Gus Trikonis,Robert Hays,Art Carney,Barbara Hershey,PG
Johnny Be Good,17600000.0,Bud S. Smith,Anthony Michael Hall,Robert Downey Jr.,Paul Gleason,R
Hostel: Part II,17500000.0,Eli Roth,Lauren German,Heather Matarazzo,Bijou Phillips,R
Enough Said,17500000.0,Nicole Holofcener,Julia Louis-Dreyfus,James Gandolfini,Catherine Keener,PG_13
The Babe,17500000.0,Arthur Hiller,John Goodman,Kelly McGillis,Trini Alvarado,PG
Silent Hill: Revelation 3D,17500000.0,Michael J. Bassett,Adelaide Clemens,Kit Harington,Sean Bean,R
Home for the Holidays,17500000.0,Jodie Foster,Holly Hunter,Anne Bancroft,Robert Downey Jr.,PG_13
For Keeps?,17500000.0,John G. Avildsen,Molly Ringwald,Randall Batinkoff,Kenneth Mars,PG_13
A Mighty Wind,17500000.0,Christopher Guest,Christopher Guest,Eugene Levy,Michael McKean,PG_13
Notes on a Scandal,17500000.0,Richard Eyre,Cate Blanchett,Judi Dench,Andrew Simpson,R
Empire,17500000.0,Franc. Reyes,John Leguizamo,Peter Sarsgaard,Denise Richards,R
