Bird,2180000.0,Clint Eastwood,Forest Whitaker,Diane Venora,Michael Zelniker,R
Anchorman 2: The Legend Continues,2180000.0,Adam McKay,Will Ferrell,Christina Applegate,Paul Rudd,R
Wild Bill,2170000.0,Walter Hill,Jeff Bridges,Ellen Barkin,John Hurt,R
Words and Pictures,2170000.0,Fred Schepisi,Clive Owen,Juliette Binoche,Bruce Davison,PG_13
Priceless,2160000.0,Pierre Salvadori,Audrey Tautou,Gad Elmaleh,Marie-Christine Adam,R
Wilde,2160000.0,Brian Gilbert,Stephen Fry,Jude Law,Vanessa Redgrave,R
Turtle Diary,2160000.0,John Irvin,Glenda Jackson,Ben Kingsley,Richard Johnson,PG
Scenes from the Class Struggle in Beverly Hills,2160000.0,Paul Bartel,Jacqueline Bisset,Ray Sharkey,Mary Woronov,R
Shadow Conspiracy,2150000.0,George P. Cosmatos,Charlie Sheen,Donald Sutherland,Linda Hamilton,R
Austenland,2150000.0,Jerusha Hess,Keri Russell,JJ Feild,Jennifer Coolidge,PG_13
Rich in Love,2150000.0,Bruce Beresford,Albert Finney,Jill Clayburgh,Kathryn Erbe,PG_13
A Dog of Flanders,2150000.0,Kevin Brodie,Jack Warden,Jeremy James Kissner,Jesse James,PG
Meatballs III: Summer Job,2150000.0,George Mendeluk,Sally Kellerman,Patrick Dempsey,Al Waxman,R
Tarzan and the Lost City,2150000.0,Carl Schenkel,Casper Van Dien,Jane March,Steven Waddington,PG
Mrs. Parker and the Vicious Circle,2140000.0,Alan Rudolph,Jennifer Jason Leigh,Campbell Scott,Matthew Broderick,R
The Princess and the Goblin,2140000.0,JÃ³zsef GÃ©mes,Claire Bloom,Joss Ackland,Roy Kinnear,G
The Saratov Approach,2140000.0,Garrett Batty,Corbin Allred,Maclain Nelson,Nikita Bogolyubov,PG_13
Morgan Stewart's Coming Home,2140000.0,Paul Aaron,Terry Winsor,Jon Cryer,Lynn Redgrave,PG_13
The Journey of Natty Gann,2140000.0,Jeremy Kagan,Meredith Salenger,John Cusack,Ray Wise,PG
The Oscar Nominated Short Films 2013: Animation,2130000.0,John Kahrs,Minkyu Lee,Kari Wahlgren,John Kahrs,NULL
Farinelli,2120000.0,GÃ©rard Corbiau,Stefano Dionisi,Enrico Lo Verso,Elsa Zylberstein,R
Mallrats,2120000.0,Kevin Smith,Shannen Doherty,Jeremy London,Jason Lee,R
Let the Right One In,2120000.0,Tomas Alfredson,KÃ¥re Hedebrant,Lina Leandersson,Per Ragnar,R
29th Street,2120000.0,George Gallo,Anthony LaPaglia,Danny Aiello,Lainie Kazan,R
The Nutcracker,2120000.0,Emile Ardolino,Darci Kistler,Damian Woetzel,Kyra Nichols,G
Othello,2110000.0,Oliver Parker,Laurence Fishburne,Kenneth Branagh,IrÃ¨ne Jacob,R
Intimate Strangers,2110000.0,Patrice Leconte,Sandrine Bonnaire,Fabrice Luchini,Michel Duchaussoy,R
Gloria,2110000.0,SebastiÃ¡n Lelio,Paulina GarcÃ­a,Sergio HernÃ¡ndez,Diego Fontecilla,R
Faithful,2100000.0,Paul Mazursky,Cher,Chazz Palminteri,Ryan O'Neal,R
Death and the Maiden,2100000.0,Roman Polanski,Sigourney Weaver,Ben Kingsley,Stuart Wilson,TV_MA
Eating,2100000.0,Henry Jaglom,Frances Bergen,Nelly Alard,Lisa Blake Richards,R
Fanaa,2100000.0,Kunal Kohli,Aamir Khan,Kajol,Rishi Kapoor,NULL
King Richard and the Crusaders,2100000.0,David Butler,Rex Harrison,Virginia Mayo,George Sanders,APPROVED
State Property,2100000.0,Abdul Malik Abbott,Beanie Sigel,Omillio Sparks,Memphis Bleek,R
Kika,2090000.0,Pedro AlmodÃ³var,Peter Coyote,VerÃ³nica ForquÃ©,Victoria Abril,NC_17
Guru,2090000.0,Mani Ratnam,Mithun Chakraborty,Abhishek Bachchan,Aishwarya Rai Bachchan,NULL
The Sea Inside,2090000.0,Alejandro AmenÃ¡bar,Javier Bardem,BelÃ©n Rueda,Lola DueÃ±as,PG_13
Butterfly,2090000.0,JosÃ© Luis Cuerda,Manuel Lozano,Fernando FernÃ¡n GÃ³mez,UxÃ­a Blanco,R
A Prophet,2080000.0,Jacques Audiard,Tahar Rahim,Niels Arestrup,Adel Bencherif,R
The Daytrippers,2080000.0,Greg Mottola,Hope Davis,Stanley Tucci,Parker Posey,R
Autumn Tale,2080000.0,Eric Rohmer,Marie RiviÃ¨re,BÃ©atrice Romand,Alain Libolt,PG
Strawberry and Chocolate,2080000.0,TomÃ¡s GutiÃ©rrez Alea,Juan Carlos TabÃ­o,Jorge PerugorrÃ­a,Vladimir Cruz,R
Salaam Bombay!,2080000.0,Mira Nair,Shafiq Syed,Hansa Vithal,Chanda Sharma,NULL
The Wackness,2080000.0,Jonathan Levine,Josh Peck,Ben Kingsley,Olivia Thirlby,R
The Sheltering Sky,2080000.0,Bernardo Bertolucci,Debra Winger,John Malkovich,Campbell Scott,R
Rab Ne Bana Di Jodi,2070000.0,Aditya Chopra,Shah Rukh Khan,Vinay Pathak,Anushka Sharma,NULL
Raising Victor Vargas,2070000.0,Peter Sollett,Victor Rasuk,Donna Maldonado,Kevin Rivera,R
Cadence,2070000.0,Martin Sheen,Charlie Sheen,Martin Sheen,Jay Brazeau,PG_13
Strangers with Candy,2070000.0,Paul Dinello,Amy Sedaris,Stephen Colbert,Paul Dinello,R
Auto Focus,2060000.0,Paul Schrader,Greg Kinnear,Willem Dafoe,Maria Bello,R
Rust and Bone,2060000.0,Jacques Audiard,Marion Cotillard,Matthias Schoenaerts,Armand Verdure,R
Ravenous,2060000.0,Antonia Bird,Guy Pearce,Robert Carlyle,David Arquette,R
The Krays,2060000.0,Peter Medak,Gary Kemp,Martin Kemp,Billie Whitelaw,R
Brick,2060000.0,Rian Johnson,Joseph Gordon-Levitt,Lukas Haas,Emilie de Ravin,R
Pelle the Conqueror,2050000.0,Bille August,Pelle Hvenegaard,Max von Sydow,Erik Paaske,NULL
3 hommes et un couffin,2050000.0,Coline Serreau,Roland Giraud,Michel Boujenah,AndrÃ© Dussollier,PG_13
Jacknife,2050000.0,David Hugh Jones,Robert De Niro,Kathy Baker,Ed Harris,R
Trick,2050000.0,Jim Fall,Christian Campbell,John Paul Pitoc,Tori Spelling,R
Avenue Montaigne,2040000.0,DaniÃ¨le Thompson,CÃ©cile De France,ValÃ©rie Lemercier,Albert Dupontel,PG_13
Rooftops,2040000.0,Robert Wise,Jason Gedrick,Troy Byer,Eddie Velez,R
El mariachi,2040000.0,Robert Rodriguez,Carlos Gallardo,Consuelo GÃ³mez,Jaime de Hoyos,R
We Don't Live Here Anymore,2040000.0,John Curran,Mark Ruffalo,Laura Dern,Peter Krause,R
I Love You Phillip Morris,2040000.0,Glenn Ficarra,John Requa,Jim Carrey,Ewan McGregor,R
Mom and Dad Save the World,2030000.0,Greg Beeman,Teri Garr,Jeffrey Jones,Jon Lovitz,PG
Gate 2: The Trespassers,2030000.0,Tibor TakÃ¡cs,Louis Tripp,Simon Reynolds,James Villemaire,R
Besieged,2030000.0,Bernardo Bertolucci,Thandie Newton,David Thewlis,Claudio Santamaria,R
Novocaine,2030000.0,David Atkins,Steve Martin,Helena Bonham Carter,Chelcie Ross,R
The Work and the Glory II: American Zion,2020000.0,Sterling Van Wagenen,Sam Hennings,Brenda Strong,Eric Johnson,PG_13
Is Anybody There?,2020000.0,John Crowley,Michael Caine,Bill Milner,Anne-Marie Duff,PG_13
Winter People,2020000.0,Ted Kotcheff,Kurt Russell,Kelly McGillis,Lloyd Bridges,PG_13
Billy's Hollywood Screen Kiss,2020000.0,Tommy O'Haver,Brad Rowe,Sean Hayes,Richard Ganoung,R
Three Seasons,2020000.0,Tony Bui,Ngoc Hiep Nguyen,Ngoc Minh,Phat Trieu Hoang,PG_13
Rad,2020000.0,Hal Needham,Bart Conner,Lori Loughlin,Bill Allen,PG
Night on Earth,2020000.0,Jim Jarmusch,Winona Ryder,Gena Rowlands,Lisanne Falk,R
The Trip,2010000.0,Michael Winterbottom,Steve Coogan,Rob Brydon,Paul Popplewell,NOT_RATED
The Moderns,2010000.0,Alan Rudolph,Keith Carradine,Linda Fiorentino,Wallace Shawn,R
Better Than Chocolate,2010000.0,Anne Wheeler,Wendy Crewson,Karyn Dwyer,Christina Cox,UNRATED
Monsieur Lazhar,2010000.0,Philippe Falardeau,Mohamed Fellag,Sophie NÃ©lisse,Ãmilien NÃ©ron,PG_13
Footnote,2010000.0,Joseph Cedar,Shlomo Bar-Aba,Lior Ashkenazi,Aliza Rosen,PG
Hum Saath-Saath Hain: We Stand United,2010000.0,Sooraj R. Barjatya,Salman Khan,Karisma Kapoor,Saif Ali Khan,NULL
Nemesis,2000000.0,Albert Pyun,Olivier Gruner,Tim Thomerson,Cary-Hiroyuki Tagawa,R
Bad Lieutenant,2000000.0,Abel Ferrara,Harvey Keitel,Victor Argo,Paul Calderon,TV_MA
Can't Stop the Music,2000000.0,Nancy Walker,Alex Briley,David Hodo,Glenn Hughes,PG
...And God Created Woman,2000000.0,Roger Vadim,Brigitte Bardot,Curd JÃ¼rgens,Jean-Louis Trintignant,PG
Roar,2000000.0,Noel Marshall,Tippi Hedren,Noel Marshall,Melanie Griffith,PG
Che!,2000000.0,Richard Fleischer,Omar Sharif,Jack Palance,Cesare Danova,NULL
I Was a Teenage Werewolf,2000000.0,Gene Fowler Jr.,Michael Landon,Yvonne Fedderson,Whit Bissell,APPROVED
The Double Life of Veronique,2000000.0,Krzysztof Kieslowski,IrÃ¨ne Jacob,Wladyslaw Kowalski,Halina Gryglaszewska,R
Limbo,2000000.0,John Sayles,David Strathairn,Mary Elizabeth Mastrantonio,Vanessa Martinez,R
Married to It,1990000.0,Arthur Hiller,Beau Bridges,Stockard Channing,Robert Sean Leonard,R
Date with an Angel,1990000.0,Tom McLoughlin,Phoebe Cates,Emmanuelle BÃ©art,Michael E. Knight,PG
Oliver Twist,1990000.0,Roman Polanski,Barney Clark,Ben Kingsley,Jeremy Swift,PG_13
Ju Dou,1990000.0,Yimou Zhang,Fengliang Yang,Li Gong,Wei Li,PG_13
Surviving Picasso,1990000.0,James Ivory,Anthony Hopkins,Natascha McElhone,Julianne Moore,R
The Immigrant,1980000.0,James Gray,Marion Cotillard,Joaquin Phoenix,Jeremy Renner,R
Shortbus,1980000.0,John Cameron Mitchell,Sook-Yin Lee,Peter Stickles,PJ DeBoy,UNRATED
Alien,1980000.0,Ridley Scott,Sigourney Weaver,Tom Skerritt,John Hurt,TV_14
Agneepath,1980000.0,Karan Malhotra,Hrithik Roshan,Priyanka Chopra,Sanjay Dutt,NOT_RATED
Zero Effect,1980000.0,Jake Kasdan,Bill Pullman,Ben Stiller,Ryan O'Neal,R
The Incredibly True Adventure of Two Girls in Love,1980000.0,Maria Maggenti,Laurel Holloman,Nicole Ari Parker,Maggie Moore,R
Coffee and Cigarettes,1970000.0,Jim Jarmusch,Bill Murray,Tom Waits,Roberto Benigni,R
Dreams,1960000.0,Akira Kurosawa,Akira Terao,Mitsuko BaishÃ´,Toshie Negishi,PG
Margot at the Wedding,1960000.0,Noah Baumbach,Nicole Kidman,Jennifer Jason Leigh,Flora Cross,R
Crazy in Alabama,1950000.0,Antonio Banderas,Melanie Griffith,David Morse,Lucas Black,PG_13
The Clan of the Cave Bear,1950000.0,Michael Chapman,Daryl Hannah,Pamela Reed,James Remar,R
Two Girls and a Guy,1950000.0,James Toback,Robert Downey Jr.,Heather Graham,Natasha Gregson Wagner,NC_17
"Easy Come, Easy Go",1950000.0,John Rich,Elvis Presley,Dodie Marshall,Pat Priest,PG
Love Field,1950000.0,Jonathan Kaplan,Michelle Pfeiffer,Dennis Haysbert,Stephanie McFadden,PG_13
Jake Speed,1940000.0,Andrew Lane,Wayne Crawford,Dennis Christopher,Karen Kopins,PG
"Happy, Texas",1940000.0,Mark Illsley,Jeremy Northam,Steve Zahn,William H. Macy,PG_13
Madame Bovary,1940000.0,Claude Chabrol,Isabelle Huppert,Jean-FranÃ§ois Balmer,Christophe Malavoy,PG_13
The Iceman,1940000.0,Ariel Vromen,Michael Shannon,Chris Evans,James Franco,R
Spellbinder,1940000.0,Janet Greek,Tim Daly,Kelly Preston,Rick Rossovich,R
Dragon Ball Z: Battle of Gods,1940000.0,Masahiro Hosoda,Sean Schemmel,Jason Douglas,Ian Sinclair,PG_13
Erik the Viking,1930000.0,Terry Jones,Tim Robbins,John Cleese,Mickey Rooney,PG_13
The Curse,1930000.0,David Keith,Wil Wheaton,Claude Akins,Malcolm Danare,R
High Art,1930000.0,Lisa Cholodenko,Radha Mitchell,Ally Sheedy,Patricia Clarkson,R
Goodbye Lover,1920000.0,Roland JoffÃ©,Patricia Arquette,Dermot Mulroney,Mary-Louise Parker,R
Paradise Road,1920000.0,Bruce Beresford,Glenn Close,Frances McDormand,Pauline Collins,R
Titus,1920000.0,Julie Taymor,Anthony Hopkins,Jessica Lange,Osheen Jones,R
Communion,1920000.0,Philippe Mora,Christopher Walken,Lindsay Crouse,Frances Sternhagen,R
State of Grace,1910000.0,Phil Joanou,Sean Penn,Ed Harris,Gary Oldman,R
The Scent of Green Papaya,1910000.0,Tran Anh Hung,Tran Nu YÃªn-KhÃª,Man San Lu,Thi Loc Truong,NULL
The Decline of the American Empire,1900000.0,Denys Arcand,Dominique Michel,DorothÃ©e Berryman,Louise Portal,R
The Proposition,1900000.0,John Hillcoat,Ray Winstone,Guy Pearce,Emily Watson,R
The Piano Teacher,1900000.0,Michael Haneke,Isabelle Huppert,Annie Girardot,BenoÃ®t Magimel,UNRATED
Turk 182!,1900000.0,Bob Clark,Timothy Hutton,Robert Urich,Kim Cattrall,PG_13
Baby It's You,1900000.0,John Sayles,Rosanna Arquette,Vincent Spano,Joanna Merlin,R
Quiet Cool,1900000.0,Clay Borris,James Remar,Daphne Ashbrook,Adam Coleman Howard,TV_MA
Permanent Record,1890000.0,Marisa Silver,Alan Boyce,Keanu Reeves,Pamela Gidley,PG_13
A Sound of Thunder,1890000.0,Peter Hyams,Edward Burns,Ben Kingsley,Catherine McCormack,PG_13
Masterminds,1890000.0,Roger Christian,Patrick Stewart,Vincent Kartheiser,Brenda Fricker,PG_13
The Story of Qiu Ju,1890000.0,Yimou Zhang,Li Gong,Peiqi Liu,Liuchun Yang,PG
The Mighty Macs,1890000.0,Tim Chambers,Carla Gugino,Ellen Burstyn,David Boreanaz,G
The Night We Never Met,1880000.0,Warren Leight,Matthew Broderick,Annabella Sciorra,Tim Guinee,R
Cop,1880000.0,James B. Harris,James Woods,Lesley Ann Warren,Charles Durning,R
Vibes,1880000.0,Ken Kwapis,Cyndi Lauper,Jeff Goldblum,Ramon Bieri,PG
Only Lovers Left Alive,1880000.0,Jim Jarmusch,Tilda Swinton,Tom Hiddleston,Mia Wasikowska,R
Breaking In,1880000.0,Bill Forsyth,Burt Reynolds,Casey Siemaszko,Sheila Kelley,R
The Horseman on the Roof,1880000.0,Jean-Paul Rappeneau,Olivier Martinez,Juliette Binoche,Pierre Arditi,R
Cookie,1870000.0,Susan Seidelman,Peter Falk,Dianne Wiest,Emily Lloyd,R
The Kiss,1870000.0,Pen Densham,Joanna Pacula,Meredith Salenger,Mimi Kuzyk,R
Bitter Moon,1860000.0,Roman Polanski,Hugh Grant,Kristin Scott Thomas,Emmanuelle Seigner,R
Miss Firecracker,1850000.0,Thomas Schlamme,Holly Hunter,Mary Steenburgen,Tim Robbins,PG
Roman de gare,1850000.0,Claude Lelouch,Fanny Ardant,Dominique Pinon,Audrey Dana,R
Harrison's Flowers,1840000.0,Ãlie Chouraqui,Andie MacDowell,Scott Anton,Elias Koteas,R
Henry Poole Is Here,1840000.0,Mark Pellington,Luke Wilson,George Lopez,Radha Mitchell,PG
Crooked Arrows,1830000.0,Steve Rash,Brandon Routh,Chelsea Ricketts,Gil Birmingham,PG_13
Poison Ivy,1830000.0,Katt Shea,Drew Barrymore,Tom Skerritt,Sara Gilbert,R
The Wind That Shakes the Barley,1830000.0,Ken Loach,Cillian Murphy,Padraic Delaney,Liam Cunningham,NOT_RATED
"Kiss Me, Guido",1830000.0,Tony Vitale,Nick Scotti,Anthony Barrile,Anthony DeSando,R
Rudo y Cursi,1830000.0,Carlos CuarÃ³n,Gael GarcÃ­a Bernal,Diego Luna,Guillermo Francella,R
The Forbidden Dance,1820000.0,Greydon Clark,Laura Harring,Jeff James,Barbra Brighton,PG_13
Salaam-E-Ishq,1820000.0,Nikhil Advani,Salman Khan,Priyanka Chopra,Anil Kapoor,NULL
The Butcher Boy,1820000.0,Neil Jordan,Stephen Rea,Fiona Shaw,Eamonn Owens,R
Tusk,1820000.0,Kevin Smith,Justin Long,Michael Parks,Haley Joel Osment,R
Kinky Boots,1820000.0,Julian Jarrold,Chiwetel Ejiofor,Joel Edgerton,Sarah-Jane Potts,PG_13
Harry Brown,1820000.0,Daniel Barber,Michael Caine,Emily Mortimer,David Bradley,R
Bossa Nova,1820000.0,Bruno Barreto,Amy Irving,AntÃ´nio Fagundes,Alexandre Borges,R
I Shot Andy Warhol,1810000.0,Mary Harron,Lili Taylor,Jared Harris,Martha Plimpton,R
The Color of Paradise,1810000.0,Majid Majidi,Hossein Mahjoub,Mohsen Ramezani,Salameh Feyzi,PG
Hysteria,1800000.0,Tanya Wexler,Maggie Gyllenhaal,Hugh Dancy,Jonathan Pryce,R
Boxing Helena,1800000.0,Jennifer Chambers Lynch,Julian Sands,Sherilyn Fenn,Bill Paxton,UNRATED
Hurlyburly,1800000.0,Anthony Drazan,Sean Penn,Kevin Spacey,Chazz Palminteri,R
Stone,1800000.0,John Curran,Edward Norton,Milla Jovovich,Robert De Niro,R
La vie après l'amour,1800000.0,Gabriel Pelletier,Michel CÃ´tÃ©,Sylvie LÃ©onard,Patrick Huard,NULL
Delicatessen,1790000.0,Marc Caro,Jean-Pierre Jeunet,Marie-Laure Dougnac,Dominique Pinon,R
Tune in Tomorrow...,1790000.0,Jon Amiel,Barbara Hershey,Keanu Reeves,Peter Falk,PG_13
Stormy Monday,1790000.0,Mike Figgis,Melanie Griffith,Tommy Lee Jones,Sting,R
Clay Pigeons,1790000.0,David Dobkin,Joaquin Phoenix,Vince Vaughn,Janeane Garofalo,R
Kal Ho Naa Ho,1790000.0,Nikhil Advani,Ron Reid Jr.,Preity Zinta,Shah Rukh Khan,NULL
Son of Rambow,1780000.0,Garth Jennings,Bill Milner,Will Poulter,Jessica Hynes,PG_13
The Nutcracker Prince,1780000.0,Paul Schibli,Kiefer Sutherland,Megan Follows,Peter O'Toole,G
The Mangler,1780000.0,Tobe Hooper,Robert Englund,Ted Levine,Daniel Matmor,R
The Dangerous Lives of Altar Boys,1780000.0,Peter Care,Kieran Culkin,Jena Malone,Emile Hirsch,R
Working Girls,1780000.0,Lizzie Borden,Louise Smith,Ellen McElduff,Amanda Goodwin,UNRATED
I Like It Like That,1780000.0,Darnell Martin,Lauren VÃ©lez,Jon Seda,Tomas Melly,R
Too Beautiful for You,1780000.0,Bertrand Blier,GÃ©rard Depardieu,Josiane Balasko,Carole Bouquet,R
Fill the Void,1770000.0,Rama Burshtein,Hadas Yaron,Yiftach Klein,Irit Sheleg,PG
Liste noire,1770000.0,Jean-Marc VallÃ©e,Michel CÃ´tÃ©,GeneviÃ¨ve Brouillette,Sylvie Bourque,NULL
Bloodfist,1770000.0,Terence H. Winkless,Don 'The Dragon' Wilson,Joe Mari Avellana,Rob Kaman,R
Naked,1770000.0,Mike Leigh,David Thewlis,Lesley Sharp,Katrin Cartlidge,UNRATED
Somewhere,1770000.0,Sofia Coppola,Stephen Dorff,Elle Fanning,Chris Pontius,R
A Soldier's Daughter Never Cries,1760000.0,James Ivory,Leelee Sobieski,Kris Kristofferson,Barbara Hershey,R
Holy Smoke,1760000.0,Jane Campion,Kate Winslet,Harvey Keitel,Julie Hamilton,R
A Better Life,1750000.0,Chris Weitz,Demian Bichir,JosÃ© JuliÃ¡n,Eddie 'Piolin' Sotelo,PG_13
Carnosaur,1750000.0,Adam Simon,Darren Moloney,Diane Ladd,Raphael Sbarge,R
Flipped,1750000.0,Rob Reiner,Madeline Carroll,Callan McAuliffe,Rebecca De Mornay,PG
Prospero's Books,1750000.0,Peter Greenaway,John Gielgud,Michael Clark,Michel Blanc,R
Kid Galahad,1750000.0,Phil Karlson,Elvis Presley,Gig Young,Lola Albright,APPROVED
Hunk,1750000.0,Lawrence Bassoff,John Allen Nelson,Steve Levitt,Deborah Shelton,PG
Vanya on 42nd Street,1750000.0,Louis Malle,Wallace Shawn,Phoebe Brand,George Gaynes,PG
Everybody's Fine,1750000.0,Giuseppe Tornatore,Marcello Mastroianni,MichÃ¨le Morgan,Valeria Cavalli,PG_13
The Broken Hearts Club: A Romantic Comedy,1740000.0,Greg Berlanti,Timothy Olyphant,Dean Cain,Zach Braff,R
Personal Services,1740000.0,Terry Jones,Julie Walters,Alec McCowen,Shirley Stelfox,R
Carman: The Champion,1740000.0,Lee Stanley,Carman,Michael Nouri,Patricia Manterola,PG_13
The Debut,1740000.0,Gene Cajayon,Dante Basco,Eddie Garcia,Jayson Schaal,R
The Horror Show,1740000.0,James Isaac,Lance Henriksen,Brion James,Rita Taggart,R
We Need to Talk About Kevin,1740000.0,Lynne Ramsay,Tilda Swinton,John C. Reilly,Ezra Miller,R
Look at Me,1740000.0,AgnÃ¨s Jaoui,Marilou Berry,Jean-Pierre Bacri,AgnÃ¨s Jaoui,PG_13
Apollo 13,1740000.0,Ron Howard,Tom Hanks,Bill Paxton,Kevin Bacon,PG
Little Nikita,1730000.0,Richard Benjamin,Sidney Poitier,River Phoenix,Richard Jenkins,PG
The Big Town,1730000.0,Ben Bolt,Matt Dillon,Diane Lane,Tommy Lee Jones,R
Che: Part One,1730000.0,Steven Soderbergh,Julia Ormond,Benicio Del Toro,Oscar Isaac,NOT_RATED
The Rosary Murders,1730000.0,Fred Walton,Donald Sutherland,Charles Durning,Roger Angelini,R
Last Exit to Brooklyn,1730000.0,Uli Edel,Jennifer Jason Leigh,Stephen Lang,Burt Young,R
Take Shelter,1730000.0,Jeff Nichols,Michael Shannon,Jessica Chastain,Shea Whigham,R
The Dreamlife of Angels,1730000.0,Erick Zonca,Ãlodie Bouchez,Natacha RÃ©gnier,GrÃ©goire Colin,NC_17
Coco Chanel & Igor Stravinsky,1720000.0,Jan Kounen,Anna Mouglalis,Mads Mikkelsen,Elena Morozova,R
The Waterdance,1720000.0,Neal Jimenez,Michael Steinberg,Eric Stoltz,Helen Hunt,R
Link,1720000.0,Richard Franklin,Terence Stamp,Elisabeth Shue,Steven Pinner,R
Vertigo,1720000.0,Alfred Hitchcock,James Stewart,Kim Novak,Barbara Bel Geddes,APPROVED
Blue,1720000.0,Derek Jarman,Derek Jarman,Tilda Swinton,John Quentin,NULL
The Attack,1710000.0,Ziad Doueiri,Ali Suliman,Reymonde Amsallem,Evgenia Dodena,R
My Father's Glory,1710000.0,Yves Robert,Philippe CaubÃ¨re,Nathalie Roussel,Didier Pain,G
Washington Square,1710000.0,Agnieszka Holland,Jennifer Jason Leigh,Albert Finney,Maggie Smith,PG
High Heels,1710000.0,Pedro AlmodÃ³var,Victoria Abril,Marisa Paredes,Miguel BosÃ©,R
Even Cowgirls Get the Blues,1710000.0,Gus Van Sant,Uma Thurman,Lorraine Bracco,Pat Morita,R
Girl on the Bridge,1710000.0,Patrice Leconte,Vanessa Paradis,Daniel Auteuil,FrÃ©dÃ©ric Pfluger,R
Sweet Land,1710000.0,Ali Selim,Elizabeth Reaser,Lois Smith,Patrick Heusinger,PG
Everything Is Illuminated,1710000.0,Liev Schreiber,Elijah Wood,Eugene Hutz,Boris Leskin,PG_13
Lady in White,1710000.0,Frank LaLoggia,Lukas Haas,Len Cariou,Alex Rocco,R
A Home of Our Own,1700000.0,Tony Bill,Kathy Bates,Edward Furlong,Clarissa Lassig,PG
Death Wish V: The Face of Death,1700000.0,Allan A. Goldstein,Charles Bronson,Lesley-Anne Down,Michael Parks,R
Stoker,1700000.0,Chan-wook Park,Mia Wasikowska,Nicole Kidman,Matthew Goode,R
When Time Ran Out...,1700000.0,James Goldstone,Paul Newman,Jacqueline Bisset,William Holden,PG
Race the Sun,1700000.0,Charles T. Kanganis,Halle Berry,James Belushi,Bill Hunter,PG
Best of the Best,1700000.0,Robert Radler,Eric Roberts,James Earl Jones,Sally Kirkland,PG_13
Bad Lieutenant: Port of Call New Orleans,1700000.0,Werner Herzog,Nicolas Cage,Eva Mendes,Russell M. Haeuser,R
Unfinished Song,1700000.0,Paul Andrew Williams,Terence Stamp,Gemma Arterton,Christopher Eccleston,PG_13
The Rain Killer,1700000.0,Ken Stein,Ray Sharkey,David Beecroft,Tania Coleridge,R
Suicide Kings,1690000.0,Peter O'Fallon,Christopher Walken,Denis Leary,Sean Patrick Flanery,R
Blood Simple.,1690000.0,Joel Coen,John Getz,Frances McDormand,Dan Hedaya,R
Quinceañera,1690000.0,Richard Glatzer,Wash Westmoreland,Emily Rios,Jesse Garcia,R
El vacilón: The Movie,1690000.0,Agustin,Luis Jimenez,Moonshadow,Ruperto Vanderpool,R
Tango,1690000.0,Carlos Saura,Miguel Ãngel SolÃ¡,Cecilia Narova,MÃ­a Maestro,PG_13
Steel,1690000.0,Kenneth Johnson,Shaquille O'Neal,Annabeth Gish,Judd Nelson,PG_13
Matewan,1680000.0,John Sayles,Chris Cooper,James Earl Jones,Mary McDonnell,PG_13
State Property 2,1680000.0,Damon Dash,Beanie Sigel,Noreaga,Damon Dash,R
English Vinglish,1670000.0,Gauri Shinde,Sridevi,Adil Hussain,Mehdi Nebbou,NOT_RATED
Talento de barrio,1670000.0,JosÃ© IvÃ¡n Santiago,Daddy Yankee,Maestro,Katiria Soto,R
Un Coeur en Hiver,1670000.0,Claude Sautet,Daniel Auteuil,Emmanuelle BÃ©art,AndrÃ© Dussollier,NULL
The White Countess,1670000.0,James Ivory,Ralph Fiennes,Natasha Richardson,Vanessa Redgrave,PG_13
Out on a Limb,1660000.0,Francis Veber,Matthew Broderick,Jeffrey Jones,Heidi Kling,PG
Prick Up Your Ears,1650000.0,Stephen Frears,Gary Oldman,Alfred Molina,Vanessa Redgrave,R
Factory Girl,1650000.0,George Hickenlooper,Sienna Miller,Guy Pearce,Hayden Christensen,UNRATED
When the Cat's Away,1650000.0,CÃ©dric Klapisch,Garance Clavel,Zinedine Soualem,RenÃ©e Le Calm,R
The Celebration,1650000.0,Ulrich Thomsen,Henning Moritzen,Thomas Bo Larsen,NULL,R
Battle for Terra,1650000.0,Aristomenis Tsirbas,Evan Rachel Wood,Luke Wilson,Justin Long,PG
Marci X,1650000.0,Richard Benjamin,Lisa Kudrow,Damon Wayans,Richard Benjamin,R
Daughters of the Dust,1640000.0,Julie Dash,Cora Lee Day,Alva Rogers,Barbarao,NULL
How I Got Into College,1640000.0,Savage Steve Holland,Anthony Edwards,Corey Parker,Lara Flynn Boyle,PG_13
Pirates,1640000.0,Roman Polanski,Walter Matthau,Cris Campion,Damien Thomas,PG_13
Spider,1640000.0,David Cronenberg,Ralph Fiennes,Miranda Richardson,Gabriel Byrne,R
Summer Hours,1640000.0,Olivier Assayas,Juliette Binoche,Charles Berling,JÃ©rÃ©mie Renier,NOT_RATED
"It's Your Turn, Laura",1630000.0,Denise Filiatrault,Ginette Reno,Pierrette Robitaille,Denise Dubois,NULL
Gun Shy,1630000.0,Eric Blakeney,Liam Neeson,Sandra Bullock,Oliver Platt,R
Love Is All You Need,1630000.0,Susanne Bier,Pierce Brosnan,Trine Dyrholm,Molly Blixt Egelind,R
Camp,1630000.0,Todd Graff,Don Dixon,Daniel Letterle,Joanna Chilcoat,PG_13
Brain Dead,1630000.0,Adam Simon,Bill Pullman,Bill Paxton,Bud Cort,R
