name	year	genre	runtime	rating	num_votes	img_src	revenue	director	actor1	actor2	actor3	rated
twister	1996	Action	113	6.2	127994	http://ia.media-imdb.com/images/M/MV5BMjE3NDMzODA2M15BMl5BanBnXkFtZTcwMDA5MDkxMQ@@._V1._SX54_CR0,0,54,74_.jpg	2.42e+08	Jan de Bont	Helen Hunt	Bill Paxton	Cary Elwes	PG_13
my big fat greek wedding	2002	Comedy	95	6.6	87152	http://ia.media-imdb.com/images/M/MV5BMTg2MzY0NDM1Ml5BMl5BanBnXkFtZTYwNzUzNDg5._V1._SX54_CR0,0,54,74_.jpg	2.41e+08	Joel Zwick	Nia Vardalos	John Corbett	Michael Constantine	PG
maleficent	2014	Action	97	7.1	157528	http://ia.media-imdb.com/images/M/MV5BMTQ1NDk3NTk0MV5BMl5BanBnXkFtZTgwMTk3MDcxMzE@._V1._SX54_CR0,0,54,74_.jpg	2.41e+08	Robert Stromberg	Angelina Jolie	Elle Fanning	Sharlto Copley	PG
pirates of the caribbean: on stranger tides	2011	Action	136	6.7	292114	http://ia.media-imdb.com/images/M/MV5BMjE5MjkwODI3Nl5BMl5BanBnXkFtZTcwNjcwMDk4NA@@._V1._SX54_CR0,0,54,74_.jpg	2.41e+08	Rob Marshall	Johnny Depp	PenÃ©lope Cruz	Ian McShane	PG_13
shrek forever after	2010	Animation	93	6.4	111529	http://ia.media-imdb.com/images/M/MV5BMTY0OTU1NzkxMl5BMl5BanBnXkFtZTcwMzI2NDUzMw@@._V1._SX54_CR0,0,54,74_.jpg	2.38e+08	Mike Mitchell	Mike Myers	Cameron Diaz	Eddie Murphy	PG
brave	2012	Animation	93	7.2	201267	http://ia.media-imdb.com/images/M/MV5BMzgwODk3ODA1NF5BMl5BanBnXkFtZTcwNjU3NjQ0Nw@@._V1._SX54_CR0,0,54,74_.jpg	2.37e+08	Mark Andrews	Brenda Chapman	Kelly Macdonald	Billy Connolly	PG
oz the great and powerful	2013	Adventure	130	6.4	155742	http://ia.media-imdb.com/images/M/MV5BMjMyMzQ1ODM1MF5BMl5BanBnXkFtZTcwMjE2MTQxOQ@@._V1._SX54_CR0,0,54,74_.jpg	2.35e+08	Sam Raimi	James Franco	Michelle Williams	Rachel Weisz	PG
beverly hills cop	1984	Action	105	7.3	105409	http://ia.media-imdb.com/images/M/MV5BNzMyMjQ2OTEwOF5BMl5BanBnXkFtZTgwNzc2OTkwMDE@._V1._SX54_CR0,0,54,74_.jpg	2.35e+08	Martin Brest	Eddie Murphy	Judge Reinhold	John Ashton	R
x-men: the last stand	2006	Action	104	6.8	304508	http://ia.media-imdb.com/images/M/MV5BMjI1NTg2ODA2Nl5BMl5BanBnXkFtZTcwMDc2MjEzMw@@._V1._SX54_CR0,0,54,74_.jpg	2.34e+08	Brett Ratner	Patrick Stewart	Hugh Jackman	Halle Berry	PG_13
war of the worlds	2005	Adventure	116	6.5	279229	http://ia.media-imdb.com/images/M/MV5BNDUyODAzNDI1Nl5BMl5BanBnXkFtZTcwMDA2NDAzMw@@._V1._SX54_CR0,0,54,74_.jpg	2.34e+08	Steven Spielberg	Tom Cruise	Dakota Fanning	Tim Robbins	PG_13
x-men: days of future past	2014	Action	131	8.2	306873	http://ia.media-imdb.com/images/M/MV5BMjEwMDk2NzY4MF5BMl5BanBnXkFtZTgwNTY2OTcwMDE@._V1._SX54_CR0,0,54,74_.jpg	2.34e+08	Bryan Singer	Patrick Stewart	Ian McKellen	Hugh Jackman	PG_13
cast away	2000	Adventure	143	7.7	316162	http://ia.media-imdb.com/images/M/MV5BMTI2MDY0ODEwNF5BMl5BanBnXkFtZTYwMDI2NTk4._V1._SX54_CR0,0,54,74_.jpg	2.34e+08	Robert Zemeckis	Tom Hanks	Helen Hunt	Paul Sanchez	PG_13
ghostbusters	1984	Comedy	105	7.8	218120	http://ia.media-imdb.com/images/M/MV5BMTkxMjYyNzgwMl5BMl5BanBnXkFtZTgwMTE3MjYyMTE@._V1._SX54_CR0,0,54,74_.jpg	2.29e+08	Ivan Reitman	Bill Murray	Dan Aykroyd	Sigourney Weaver	TV_PG
the lost world: jurassic park	1997	Action	129	6.4	206505	http://ia.media-imdb.com/images/M/MV5BMTYxNjY1NjE2OV5BMl5BanBnXkFtZTYwNzE0MDc4._V1._SX54_CR0,0,54,74_.jpg	2.29e+08	Steven Spielberg	Jeff Goldblum	Julianne Moore	Pete Postlethwaite	PG_13
star trek into darkness	2013	Action	132	7.9	321831	http://ia.media-imdb.com/images/M/MV5BMTk2NzczOTgxNF5BMl5BanBnXkFtZTcwODQ5ODczOQ@@._V1._SX54_CR0,0,54,74_.jpg	2.29e+08	J.J. Abrams	Chris Pine	Zachary Quinto	Zoe Saldana	PG_13
signs	2002	Drama	106	6.7	238559	http://ia.media-imdb.com/images/M/MV5BNDUwMDUyMDAyNF5BMl5BanBnXkFtZTYwMDQ3NzM3._V1._SX54_CR0,0,54,74_.jpg	2.28e+08	M. Night Shyamalan	Mel Gibson	Joaquin Phoenix	Rory Culkin	PG_13
hancock	2008	Action	92	6.5	265454	http://ia.media-imdb.com/images/M/MV5BMTgyMzc4ODU3NV5BMl5BanBnXkFtZTcwNjk5Mzc1MQ@@._V1._SX54_CR0,0,54,74_.jpg	2.28e+08	Peter Berg	Will Smith	Charlize Theron	Jason Bateman	R
the bourne ultimatum	2007	Action	115	8.1	389013	http://ia.media-imdb.com/images/M/MV5BMTgzNjMwOTM3N15BMl5BanBnXkFtZTcwMzA5MDY0MQ@@._V1._SX54_CR0,0,54,74_.jpg	2.27e+08	Paul Greengrass	Matt Damon	Ãdgar RamÃ­rez	Joan Allen	PG_13
rush hour 2	2001	Action	90	6.6	136594	http://ia.media-imdb.com/images/M/MV5BMjExMzc0Nzk2M15BMl5BanBnXkFtZTcwMTQ1MzkxMQ@@._V1._SX54_CR0,0,54,74_.jpg	2.26e+08	Brett Ratner	Jackie Chan	Chris Tucker	John Lone	PG_13
national treasure: book of secrets	2007	Action	124	6.5	156038	http://ia.media-imdb.com/images/M/MV5BMTU2NTM3NjU1N15BMl5BanBnXkFtZTcwODg1MDU1MQ@@._V1._SX54_CR0,0,54,74_.jpg	2.2e+08	Jon Turteltaub	Nicolas Cage	Diane Kruger	Justin Bartha	PG
alvin and the chipmunks: the squeakquel	2009	Animation	88	4.4	24746	http://ia.media-imdb.com/images/M/MV5BMjI0NTc3MjU5M15BMl5BanBnXkFtZTcwODM4Nzg2Mg@@._V1._SX54_CR0,0,54,74_.jpg	2.2e+08	Betty Thomas	Jason Lee	Zachary Levi	David Cross	PG
mrs. doubtfire	1993	Comedy	125	6.8	145897	http://ia.media-imdb.com/images/M/MV5BMjExMDUzODE1N15BMl5BanBnXkFtZTgwNTU5NTYxMTE@._V1._SX54_CR0,0,54,74_.jpg	2.19e+08	Chris Columbus	Robin Williams	Sally Field	Pierce Brosnan	PG_13
beauty and the beast	1991	Animation	84	8.1	236396	http://ia.media-imdb.com/images/M/MV5BMTkyMDgwODY0OV5BMl5BanBnXkFtZTgwODI5NTQ5MTE@._V1._SX54_CR0,0,54,74_.jpg	2.19e+08	Gary Trousdale	Kirk Wise	Paige O'Hara	Robby Benson	G
beauty and the beast	2014	Fantasy	112	6.5	5308	http://ia.media-imdb.com/images/M/MV5BMjI3NjM2NTkwM15BMl5BanBnXkFtZTgwMjk5OTA0MzE@._V1._SX54_CR0,0,54,74_.jpg	2.19e+08	Gary Trousdale	Kirk Wise	Paige O'Hara	Robby Benson	G
ted	2012	Comedy	106	7.1	373558	http://ia.media-imdb.com/images/M/MV5BMTQ1OTU0ODcxMV5BMl5BanBnXkFtZTcwOTMxNTUwOA@@._V1._SX54_CR0,0,54,74_.jpg	2.19e+08	Seth MacFarlane	Mark Wahlberg	Mila Kunis	Seth MacFarlane	R
king kong	2005	Action	187	7.3	273457	http://ia.media-imdb.com/images/M/MV5BMTgzODQwNjAwOV5BMl5BanBnXkFtZTcwMDA4MDA0MQ@@._V1._SX54_CR0,0,54,74_.jpg	2.18e+08	Peter Jackson	Naomi Watts	Jack Black	Adrien Brody	PG_13
king kong	1976	Adventure	134	5.8	19119	http://ia.media-imdb.com/images/M/MV5BMTcyMTQ4MjUzNV5BMl5BanBnXkFtZTYwODQzODA5._V1._SX54_CR0,0,54,74_.jpg	2.18e+08	Peter Jackson	Naomi Watts	Jack Black	Adrien Brody	PG_13
ghost	1990	Drama	127	7	133533	http://ia.media-imdb.com/images/M/MV5BMTU0NzQzODUzNl5BMl5BanBnXkFtZTgwMjc5NTYxMTE@._V1._SX54_CR0,0,54,74_.jpg	2.18e+08	Jerry Zucker	Patrick Swayze	Demi Moore	Whoopi Goldberg	PG_13
the da vinci code	2006	Mystery	149	6.5	259222	http://ia.media-imdb.com/images/M/MV5BMjIxMjQyMTc3Nl5BMl5BanBnXkFtZTcwMTA1MDUzMw@@._V1._SX54_CR0,0,54,74_.jpg	2.18e+08	Ron Howard	Tom Hanks	Audrey Tautou	Jean Reno	PG_13
how to train your dragon	2010	Animation	98	8.2	350670	http://ia.media-imdb.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1._SX54_CR0,0,54,74_.jpg	2.17e+08	Dean DeBlois	Chris Sanders	Jay Baruchel	Gerard Butler	PG
aladdin	1992	Animation	90	8	203773	http://ia.media-imdb.com/images/M/MV5BNTI4ODQ1MzAzNV5BMl5BanBnXkFtZTgwMzU4NzMxMDE@._V1._SY74_CR1,0,54,74_.jpg	2.17e+08	Ron Clements	John Musker	Scott Weinger	Robin Williams	G
alvin and the chipmunks	2007	Animation	92	5.3	45432	http://ia.media-imdb.com/images/M/MV5BMTIwOTE4MTU4MV5BMl5BanBnXkFtZTcwMDk1MDU1MQ@@._V1._SX54_CR0,0,54,74_.jpg	2.17e+08	Tim Hill	Jason Lee	David Cross	Cameron Richardson	PG
saving private ryan	1998	Action	169	8.6	677438	http://ia.media-imdb.com/images/M/MV5BNjczODkxNTAxN15BMl5BanBnXkFtZTcwMTcwNjUxMw@@._V1._SY74_CR0,0,54,74_.jpg	2.16e+08	Steven Spielberg	Tom Hanks	Matt Damon	Tom Sizemore	R
mission: impossible ii	2000	Action	123	6	192671	http://ia.media-imdb.com/images/M/MV5BODI4Mzk0NDU0NF5BMl5BanBnXkFtZTcwNTczODQwNA@@._V1._SX54_CR0,0,54,74_.jpg	2.15e+08	John Woo	Tom Cruise	Dougray Scott	Thandie Newton	PG_13
kung fu panda	2008	Animation	92	7.6	234961	http://ia.media-imdb.com/images/M/MV5BMTIxOTY1NjUyN15BMl5BanBnXkFtZTcwMjMxMDk1MQ@@._V1._SX54_CR0,0,54,74_.jpg	2.15e+08	Mark Osborne	John Stevenson	Jack Black	Ian McShane	PG
x2	2003	Action	134	7.5	326101	http://ia.media-imdb.com/images/M/MV5BNDk0NjYxMzIzOF5BMl5BanBnXkFtZTYwMTc1MjU3._V1._SX54_CR0,0,54,74_.jpg	2.15e+08	Bryan Singer	Patrick Stewart	Hugh Jackman	Halle Berry	PG_13
the lorax	2012	Animation	86	6.5	66619	http://ia.media-imdb.com/images/M/MV5BMTU1MTAwMjk1NF5BMl5BanBnXkFtZTcwMDI5NDc4Ng@@._V1._SX54_CR0,0,54,74_.jpg	2.14e+08	Chris Renaud	Kyle Balda	Zac Efron	Taylor Swift	PG
austin powers in goldmember	2002	Action	94	6.2	141498	http://ia.media-imdb.com/images/M/MV5BMTkzNTk3Mzk1MF5BMl5BanBnXkFtZTYwMzM5NDA5._V1._SX54_CR0,0,54,74_.jpg	2.13e+08	Jay Roach	Mike Myers	BeyoncÃ© Knowles	Seth Green	TV_14
back to the future	1985	Adventure	116	8.5	545042	http://ia.media-imdb.com/images/M/MV5BMjA5NTYzMDMyM15BMl5BanBnXkFtZTgwNjU3NDU2MTE@._V1._SX54_CR0,0,54,74_.jpg	2.11e+08	Robert Zemeckis	Michael J. Fox	Christopher Lloyd	Lea Thompson	PG
300	2006	Action	117	7.8	510496	http://ia.media-imdb.com/images/M/MV5BMjAzNTkzNjcxNl5BMl5BanBnXkFtZTYwNDA4NjE3._V1._SX54_CR0,0,54,74_.jpg	2.11e+08	Zack Snyder	Gerard Butler	Lena Headey	David Wenham	R
fast five	2011	Action	130	7.3	224549	http://ia.media-imdb.com/images/M/MV5BMTUxNTk5MTE0OF5BMl5BanBnXkFtZTcwMjA2NzY3NA@@._V1._SX54_CR0,0,54,74_.jpg	2.1e+08	Justin Lin	Vin Diesel	Paul Walker	Dwayne Johnson	PG_13
mission: impossible - ghost protocol	2011	Action	133	7.4	299166	http://ia.media-imdb.com/images/M/MV5BMTY4MTUxMjQ5OV5BMl5BanBnXkFtZTcwNTUyMzg5Ng@@._V1._SX54_CR0,0,54,74_.jpg	2.09e+08	Brad Bird	Tom Cruise	Jeremy Renner	Simon Pegg	PG_13
wedding crashers	2005	Comedy	119	7	241923	http://ia.media-imdb.com/images/M/MV5BMTc4NTUyNzU4MV5BMl5BanBnXkFtZTcwMzcyMTkyMQ@@._V1._SX54_CR0,0,54,74_.jpg	2.09e+08	David Dobkin	Owen Wilson	Vince Vaughn	Rachel McAdams	R
sherlock holmes	2009	Action	128	7.6	385300	http://ia.media-imdb.com/images/M/MV5BMTg0NjEwNjUxM15BMl5BanBnXkFtZTcwMzk0MjQ5Mg@@._V1._SX54_CR0,0,54,74_.jpg	2.09e+08	Guy Ritchie	Robert Downey Jr.	Jude Law	Rachel McAdams	PG_13
dawn of the planet of the apes	2014	Action	130	7.8	183360	http://ia.media-imdb.com/images/M/MV5BMTgwODk3NDc1N15BMl5BanBnXkFtZTgwNTc1NjQwMjE@._V1._SX54_CR0,0,54,74_.jpg	2.09e+08	Matt Reeves	Gary Oldman	Keri Russell	Andy Serkis	PG_13
charlie and the chocolate factory	2005	Adventure	115	6.7	257835	http://ia.media-imdb.com/images/M/MV5BNjcxMjg1Njg2NF5BMl5BanBnXkFtZTcwMjQ4NzMzMw@@._V1._SX54_CR0,0,54,74_.jpg	2.06e+08	Tim Burton	Johnny Depp	Freddie Highmore	David Kelly	PG
ratatouille	2007	Animation	111	8	372615	http://ia.media-imdb.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1._SX54_CR0,0,54,74_.jpg	2.06e+08	Brad Bird	Jan Pinkava	Brad Garrett	Lou Romano	G
thor: the dark world	2013	Action	112	7.2	285919	http://ia.media-imdb.com/images/M/MV5BMTQyNzAwOTUxOF5BMl5BanBnXkFtZTcwMTE0OTc5OQ@@._V1._SX54_CR0,0,54,74_.jpg	2.06e+08	Alan Taylor	Chris Hemsworth	Natalie Portman	Tom Hiddleston	PG_13
austin powers: the spy who shagged me	1999	Action	95	6.6	157368	http://ia.media-imdb.com/images/M/MV5BMjEwMDk0MzgxNV5BMl5BanBnXkFtZTYwNjMzMDc3._V1._SY74_CR3,0,54,74_.jpg	2.05e+08	Jay Roach	Mike Myers	Heather Graham	Michael York	TV_14
batman begins	2005	Action	140	8.3	744817	http://ia.media-imdb.com/images/M/MV5BNTM3OTc0MzM2OV5BMl5BanBnXkFtZTYwNzUwMTI3._V1._SX54_CR0,0,54,74_.jpg	2.05e+08	Christopher Nolan	Christian Bale	Michael Caine	Ken Watanabe	PG_13
terminator 2: judgment day	1991	Action	137	8.5	585149	http://ia.media-imdb.com/images/M/MV5BMTg5NzUwMDU5NF5BMl5BanBnXkFtZTcwMjk2MDA4Mg@@._V1._SY74_CR2,0,54,74_.jpg	2.05e+08	James Cameron	Arnold Schwarzenegger	Linda Hamilton	Edward Furlong	TV_14
the amazing spider-man 2	2014	Action	142	7	222354	http://ia.media-imdb.com/images/M/MV5BOTA5NDYxNTg0OV5BMl5BanBnXkFtZTgwODE5NzU1MTE@._V1._SX54_CR0,0,54,74_.jpg	2.03e+08	Marc Webb	Andrew Garfield	Emma Stone	Jamie Foxx	PG_13
world war z	2013	Action	116	7	351350	http://ia.media-imdb.com/images/M/MV5BMTg0NTgxMjIxOF5BMl5BanBnXkFtZTcwMDM0MDY1OQ@@._V1._SX54_CR0,0,54,74_.jpg	2.02e+08	Marc Forster	Brad Pitt	Mireille Enos	Daniella Kertesz	PG_13
the mummy returns	2001	Action	130	6.3	216272	http://ia.media-imdb.com/images/M/MV5BMjE2NzU1NTk2MV5BMl5BanBnXkFtZTgwMjIwMzcxMTE@._V1._SX54_CR0,0,54,74_.jpg	2.02e+08	Stephen Sommers	Brendan Fraser	Rachel Weisz	John Hannah	PG_13
armageddon	1998	Action	151	6.6	275623	http://ia.media-imdb.com/images/M/MV5BMTc3NzA4MDIyNV5BMl5BanBnXkFtZTcwMzc1OTM2MQ@@._V1._SX54_CR0,0,54,74_.jpg	2.02e+08	Michael Bay	Bruce Willis	Billy Bob Thornton	Ben Affleck	UNRATED
tangled	2010	Animation	100	7.9	212150	http://ia.media-imdb.com/images/M/MV5BMTAxNDYxMjg0MjNeQTJeQWpwZ15BbWU3MDcyNTk2OTM@._V1._SX54_CR0,0,54,74_.jpg	2.01e+08	Nathan Greno	Byron Howard	Mandy Moore	Zachary Levi	PG
godzilla	2014	Action	123	6.6	217961	http://ia.media-imdb.com/images/M/MV5BMTQ0ODgzNjg2MV5BMl5BanBnXkFtZTgwNDkxMzc3MDE@._V1._SX54_CR0,0,54,74_.jpg	2.01e+08	Gareth Edwards	Aaron Taylor-Johnson	Elizabeth Olsen	Bryan Cranston	PG_13
godzilla	1998	Action	139	5.3	135582	http://ia.media-imdb.com/images/M/MV5BMTgyMjE1NDczN15BMl5BanBnXkFtZTYwNDIwNjg5._V1._SX54_CR0,0,54,74_.jpg	2.01e+08	Gareth Edwards	Aaron Taylor-Johnson	Elizabeth Olsen	Bryan Cranston	PG_13
godzilla	1954	Horror	96	7.5	16036	http://ia.media-imdb.com/images/M/MV5BMTgzMDMyMTUwNl5BMl5BanBnXkFtZTgwNDU4NTQyMTE@._V1._SX54_CR0,0,54,74_.jpg	2.01e+08	Gareth Edwards	Aaron Taylor-Johnson	Elizabeth Olsen	Bryan Cranston	PG_13
superman returns	2006	Action	154	6.1	218364	http://ia.media-imdb.com/images/M/MV5BMTU3NzA5MjI0Nl5BMl5BanBnXkFtZTcwMTEwNzMzMQ@@._V1._SX54_CR0,0,54,74_.jpg	2e+08	Bryan Singer	Brandon Routh	Kevin Spacey	Kate Bosworth	PG_13
pearl harbor	2001	Action	183	6	212336	http://ia.media-imdb.com/images/M/MV5BMTQ3MDc0MDc1NF5BMl5BanBnXkFtZTYwODI1ODY2._V1._SX54_CR0,0,54,74_.jpg	1.99e+08	Michael Bay	Ben Affleck	Kate Beckinsale	Josh Hartnett	R
monsters vs. aliens	2009	Animation	94	6.6	93096	http://ia.media-imdb.com/images/M/MV5BMTY0OTQ3MzE3MV5BMl5BanBnXkFtZTcwMDQyMzMzMg@@._V1._SX54_CR0,0,54,74_.jpg	1.98e+08	Rob Letterman	Conrad Vernon	Reese Witherspoon	Rainn Wilson	PG
happy feet	2006	Animation	108	6.5	106564	http://ia.media-imdb.com/images/M/MV5BMTQyNTkxMjUwMV5BMl5BanBnXkFtZTcwMDQ2NTU0MQ@@._V1._SX54_CR0,0,54,74_.jpg	1.98e+08	George Miller	Warren Coleman	Elijah Wood	Brittany Murphy	PG
indiana jones and the last crusade	1989	Action	127	8.3	404544	http://ia.media-imdb.com/images/M/MV5BMTQxMTUyODg2OF5BMl5BanBnXkFtZTcwNDM2MjAxNA@@._V1._SX54_CR0,0,54,74_.jpg	1.97e+08	Steven Spielberg	Harrison Ford	Sean Connery	Alison Doody	NULL
ice age: dawn of the dinosaurs	2009	Animation	94	7.1	127606	http://ia.media-imdb.com/images/M/MV5BMjA4NDI0Mjg4NV5BMl5BanBnXkFtZTcwOTM1NTY0Mg@@._V1._SX54_CR0,0,54,74_.jpg	1.97e+08	Carlos Saldanha	Mike Thurmeier	Ray Romano	John Leguizamo	PG
ice age: the meltdown	2006	Animation	91	6.9	147906	http://ia.media-imdb.com/images/M/MV5BMjAwODg3OTAxMl5BMl5BanBnXkFtZTcwMjg2NjYyMw@@._V1._SX54_CR0,0,54,74_.jpg	1.95e+08	Carlos Saldanha	Ray Romano	John Leguizamo	Denis Leary	PG
madagascar	2005	Animation	86	6.9	206652	http://ia.media-imdb.com/images/M/MV5BMTY4NDUwMzQxMF5BMl5BanBnXkFtZTcwMDgwNjgyMQ@@._V1._SX54_CR0,0,54,74_.jpg	1.93e+08	Eric Darnell	Tom McGrath	Chris Rock	Ben Stiller	PG
22 jump street	2014	Action	112	7.2	137473	http://ia.media-imdb.com/images/M/MV5BMTcwNzAxMDU1M15BMl5BanBnXkFtZTgwNDE2NTU1MTE@._V1._SX54_CR0,0,54,74_.jpg	1.92e+08	Phil Lord	Christopher Miller	Channing Tatum	Jonah Hill	R
cars 2	2011	Animation	106	6.4	78196	http://ia.media-imdb.com/images/M/MV5BMTUzNTc3MTU3M15BMl5BanBnXkFtZTcwMzIxNTc3NA@@._V1._SX54_CR0,0,54,74_.jpg	1.91e+08	John Lasseter	Brad Lewis	Owen Wilson	Larry the Cable Guy	G
twilight	2008	Drama	122	5.2	301621	http://ia.media-imdb.com/images/M/MV5BMTQ2NzUxMTAxN15BMl5BanBnXkFtZTcwMzEyMTIwMg@@._V1._SX54_CR0,0,54,74_.jpg	1.91e+08	Catherine Hardwicke	Kristen Stewart	Robert Pattinson	Billy Burke	PG_13
twilight	1998	Crime	94	6.2	7533	http://ia.media-imdb.com/images/M/MV5BMTUwMTM0OTkzNF5BMl5BanBnXkFtZTcwMDA1NDgyMQ@@._V1._SX54_CR0,0,54,74_.jpg	1.91e+08	Catherine Hardwicke	Kristen Stewart	Robert Pattinson	Billy Burke	PG_13
teenage mutant ninja turtles	2014	Action	101	6.1	87950	http://ia.media-imdb.com/images/M/MV5BNjUzODQ5MDY5NV5BMl5BanBnXkFtZTgwOTc1NzcyMjE@._V1._SX54_CR0,0,54,74_.jpg	1.91e+08	Jonathan Liebesman	Megan Fox	Will Arnett	William Fichtner	PG_13
teenage mutant ninja turtles	1990	Action	93	6.7	61117	http://ia.media-imdb.com/images/M/MV5BMTk3OTIzODUyOV5BMl5BanBnXkFtZTYwNjgxNjA5._V1._SY74_CR0,0,54,74_.jpg	1.91e+08	Jonathan Liebesman	Megan Fox	Will Arnett	William Fichtner	PG_13
men in black ii	2002	Action	88	6	211073	http://ia.media-imdb.com/images/M/MV5BMTMxNDA0NTMxMV5BMl5BanBnXkFtZTYwMDE2NzY2._V1._SX54_CR0,0,54,74_.jpg	1.9e+08	Barry Sonnenfeld	Tommy Lee Jones	Will Smith	Rip Torn	PG_13
wreck-it ralph	2012	Animation	101	7.8	201468	http://ia.media-imdb.com/images/M/MV5BNzMxNTExOTkyMF5BMl5BanBnXkFtZTcwMzEyNDc0OA@@._V1._SX54_CR0,0,54,74_.jpg	1.89e+08	Rich Moore	John C. Reilly	Jack McBrayer	Jane Lynch	PG
gladiator	2000	Action	155	8.5	754329	http://ia.media-imdb.com/images/M/MV5BMTgwMzQzNTQ1Ml5BMl5BanBnXkFtZTgwMDY2NTYxMTE@._V1._SX54_CR0,0,54,74_.jpg	1.88e+08	Ridley Scott	Russell Crowe	Joaquin Phoenix	Connie Nielsen	R
gladiator	1992	Action	101	6.4	5947	http://ia.media-imdb.com/images/M/MV5BMzA4NzI3NjA1MF5BMl5BanBnXkFtZTcwNjAyMTYyMQ@@._V1._SY74_CR1,0,54,74_.jpg	1.88e+08	Ridley Scott	Russell Crowe	Joaquin Phoenix	Connie Nielsen	R
the croods	2013	Animation	98	7.3	116033	http://ia.media-imdb.com/images/M/MV5BMTcyOTc2OTA1Ml5BMl5BanBnXkFtZTcwOTI1MjkzOQ@@._V1._SX54_CR0,0,54,74_.jpg	1.87e+08	Kirk De Micco	Chris Sanders	Nicolas Cage	Ryan Reynolds	PG
sherlock holmes: a game of shadows	2011	Action	129	7.5	268071	http://ia.media-imdb.com/images/M/MV5BMTQwMzQ5Njk1MF5BMl5BanBnXkFtZTcwNjIxNzIxNw@@._V1._SX54_CR0,0,54,74_.jpg	1.87e+08	Guy Ritchie	Robert Downey Jr.	Jude Law	Jared Harris	PG_13
the day after tomorrow	2004	Action	124	6.4	274281	http://ia.media-imdb.com/images/M/MV5BMTU1NTA3NzMwOV5BMl5BanBnXkFtZTcwNzEzMTEzMw@@._V1._SX54_CR0,0,54,74_.jpg	1.87e+08	Roland Emmerich	Dennis Quaid	Jake Gyllenhaal	Emmy Rossum	PG_13
dances with wolves	1990	Adventure	181	8	155954	http://ia.media-imdb.com/images/M/MV5BMTY3OTI5NDczN15BMl5BanBnXkFtZTcwNDA0NDY3Mw@@._V1._SX54_CR0,0,54,74_.jpg	1.84e+08	Kevin Costner	Kevin Costner	Mary McDonnell	Graham Greene	PG_13
batman forever	1995	Action	121	5.4	162032	http://ia.media-imdb.com/images/M/MV5BMjAwOTEyNjg0M15BMl5BanBnXkFtZTYwODQyMTI5._V1._SY74_CR0,0,54,74_.jpg	1.84e+08	Joel Schumacher	Val Kilmer	Tommy Lee Jones	Jim Carrey	PG_13
the fugitive	1993	Action	130	7.8	187303	http://ia.media-imdb.com/images/M/MV5BMTU2OTkxNDA2OV5BMl5BanBnXkFtZTgwMzg3MjkyMTE@._V1._SX54_CR0,0,54,74_.jpg	1.84e+08	Andrew Davis	Harrison Ford	Tommy Lee Jones	Sela Ward	PG_13
the simpsons movie	2007	Animation	87	7.4	220994	http://ia.media-imdb.com/images/M/MV5BMTgxMDczMTA5N15BMl5BanBnXkFtZTcwMzk1MzMzMw@@._V1._SX54_CR0,0,54,74_.jpg	1.83e+08	David Silverman	Dan Castellaneta	Julie Kavner	Nancy Cartwright	PG_13
what women want	2000	Comedy	127	6.4	137592	http://ia.media-imdb.com/images/M/MV5BMjA2MzM0MTUwMF5BMl5BanBnXkFtZTgwMTgzOTgzMTE@._V1._SX54_CR0,0,54,74_.jpg	1.83e+08	Nancy Meyers	Mel Gibson	Helen Hunt	Marisa Tomei	PG_13
the perfect storm	2000	Action	130	6.4	119536	http://ia.media-imdb.com/images/M/MV5BNzIwMTc0NTI0Nl5BMl5BanBnXkFtZTcwNTk4Mzc3Mw@@._V1._SX54_CR0,0,54,74_.jpg	1.83e+08	Wolfgang Petersen	George Clooney	Mark Wahlberg	Diane Lane	PG_13
lincoln	2012	Biography	150	7.4	165919	http://ia.media-imdb.com/images/M/MV5BMTQzNzczMDUyNV5BMl5BanBnXkFtZTcwNjM2ODEzOA@@._V1._SX54_CR0,0,54,74_.jpg	1.82e+08	Steven Spielberg	Daniel Day-Lewis	Sally Field	David Strathairn	PG_13
liar liar	1997	Comedy	86	6.8	178346	http://ia.media-imdb.com/images/M/MV5BMjEzMzA3NzgwNF5BMl5BanBnXkFtZTcwNzQ4MDgyMQ@@._V1._SX54_CR0,0,54,74_.jpg	1.81e+08	Tom Shadyac	Jim Carrey	Maura Tierney	Justin Cooper	TV_PG
jurassic park iii	2001	Action	92	5.9	163539	http://ia.media-imdb.com/images/M/MV5BMjA2NzAyMDgyM15BMl5BanBnXkFtZTYwOTQ5Mjg5._V1._SX54_CR0,0,54,74_.jpg	1.81e+08	Joe Johnston	Sam Neill	William H. Macy	TÃ©a Leoni	PG_13
thor	2011	Action	115	7	398329	http://ia.media-imdb.com/images/M/MV5BMTYxMjA5NDMzNV5BMl5BanBnXkFtZTcwOTk2Mjk3NA@@._V1._SX54_CR0,0,54,74_.jpg	1.81e+08	Kenneth Branagh	Chris Hemsworth	Anthony Hopkins	Natalie Portman	PG_13
