Godzilla,2014,Action,123,6.6,214520
Hotel Rwanda,2004,Drama,121,8.2,213894
Men in Black 3,2012,Action,106,6.9,212669
Burn After Reading,2008,Comedy,96,7.0,212445
The Mask,1994,Comedy,101,6.8,212475
Babel,2006,Drama,143,7.5,212219
Easy A,2010,Comedy,92,7.2,212315
Serenity,2005,Action,119,8.0,211908
Hellboy,2004,Action,122,6.8,211374
Pearl Harbor,2001,Action,183,6.0,211214
Friends with Benefits,2011,Comedy,109,6.6,211049
Ocean&#x27;s Thirteen,2007,Crime,122,6.9,210621
Tangled,2010,Animation,100,7.9,210289
The Fast and the Furious,2001,Action,106,6.6,210118
Hitch,2005,Comedy,118,6.7,209953
Salt,2010,Action,100,6.4,209677
Men in Black II,2002,Action,88,6.0,209700
Moon,2009,Drama,97,8.0,208851
Deja Vu,2006,Action,126,7.0,208116
Hugo,2011,Adventure,126,7.6,207912
The Breakfast Club,1985,Comedy,97,7.9,207893
Interview with the Vampire: The Vampire Chronicles,1994,Horror,123,7.6,207762
Despicable Me 2,2013,Animation,98,7.5,207168
Apocalypto,2006,Action,139,7.8,206970
The Thing,1982,Horror,109,8.2,206933
The Lives of Others,2006,Drama,137,8.5,206689
The Expendables 2,2012,Action,103,6.7,206538
Jumper,2008,Action,88,6.0,206444
Ferris Bueller&#x27;s Day Off,1986,Comedy,103,7.9,205747
Madagascar,2005,Animation,86,6.9,205455
The Godfather: Part III,1990,Crime,162,7.6,205365
The Lost World: Jurassic Park,1997,Action,129,6.4,205153
3:10 to Yuma,2007,Adventure,122,7.8,205006
Rush,2013,Action,123,8.2,204909
Mission: Impossible III,2006,Action,126,6.8,204160
The Ring,2002,Horror,115,7.1,204130
Pineapple Express,2008,Action,111,7.0,203690
A.I. Artificial Intelligence,2001,Adventure,146,7.1,203528
Back to the Future Part III,1990,Adventure,118,7.4,203294
Click,2006,Comedy,107,6.4,203212
Aladdin,1992,Animation,90,8.0,202678
Total Recall,1990,Action,113,7.5,202546
Downfall,2004,Biography,156,8.3,202462
As Good as It Gets,1997,Comedy,139,7.8,202011
RED,2010,Action,111,7.1,201813
True Grit,2010,Adventure,110,7.7,201768
The Grand Budapest Hotel,2014,Comedy,100,8.2,201337
Mulholland Dr.,2001,Drama,147,8.0,200330
Les Mis&#xE9;rables,2012,Drama,158,7.7,200057
Wreck-It Ralph,2012,Animation,101,7.8,199892
Jackie Brown,1997,Crime,154,7.5,199640
Brave,2012,Animation,93,7.2,199580
Moulin Rouge!,2001,Drama,127,7.7,198534
Seven Pounds,2008,Drama,123,7.7,198452
Clash of the Titans,2010,Action,106,5.8,198182
The Transporter,2002,Action,92,6.8,197639
Public Enemies,2009,Biography,140,7.0,196538
Crouching Tiger Hidden Dragon,2000,Action,120,7.9,196113
Constantine,2005,Drama,121,6.9,196084
Donnie Brasco,1997,Biography,127,7.8,195760
Vertigo,1958,Mystery,128,8.4,195260
Starship Troopers,1997,Action,129,7.2,193174
Con Air,1997,Action,115,6.8,192638
Eyes Wide Shut,1999,Drama,159,7.3,192608
The Twilight Saga: New Moon,2009,Adventure,130,4.6,192387
Mission: Impossible II,2000,Action,123,6.0,191745
Cars,2006,Animation,117,7.2,191456
The Deer Hunter,1978,Drama,182,8.2,190670
O Brother Where Art Thou?,2000,Adventure,106,7.8,190382
Raging Bull,1980,Biography,129,8.3,190002
